-2.35e+02,-8.57e+01,7.00e+00,1.00e+01
-2.46e+02,-9.24e+01,7.00e+00,1.00e+01
-2.34e+02,-6.80e+01,8.00e+00,1.00e+01
-2.29e+02,-6.54e+01,7.00e+00,1.00e+01
-2.38e+02,-9.16e+01,8.00e+00,1.00e+01
-2.29e+02,-6.92e+01,7.00e+00,1.00e+01
-2.29e+02,-7.25e+01,8.00e+00,1.00e+01
-2.47e+02,-6.79e+01,7.00e+00,1.00e+01
-2.45e+02,-7.63e+01,7.00e+00,1.00e+01
-2.33e+02,-7.92e+01,7.00e+00,1.00e+01
-2.36e+02,-9.22e+01,1.10e+01,1.10e+01
-2.30e+02,-7.38e+01,7.00e+00,1.00e+01
-2.35e+02,-7.88e+01,8.00e+00,1.00e+01
-2.32e+02,-8.04e+01,7.00e+00,1.00e+01
-2.37e+02,-8.83e+01,8.00e+00,1.10e+01
-2.44e+02,-8.25e+01,7.00e+00,1.00e+01
-5.00e+02,-5.00e+02,8.00e+00,1.00e+01
-2.25e+02,-6.25e+01,7.00e+00,1.00e+01
-2.31e+02,-6.13e+01,8.00e+00,1.00e+01
-2.34e+02,-6.84e+01,7.00e+00,1.00e+01
-2.46e+02,-9.58e+01,7.00e+00,1.00e+01
-5.00e+02,-5.00e+02,7.00e+00,1.00e+01
-3.06e+02,-1.17e+02,8.00e+00,1.00e+01
-2.28e+02,-6.85e+01,7.00e+00,1.00e+01
-2.37e+02,-9.35e+01,7.00e+00,1.00e+01
-2.30e+02,-6.89e+01,7.00e+00,1.00e+01
-2.85e+02,-8.77e+01,8.00e+00,1.00e+01
-5.00e+02,-5.00e+02,7.00e+00,1.00e+01
-2.34e+02,-9.16e+01,8.00e+00,1.00e+01
-4.36e+02,-2.38e+02,7.00e+00,1.00e+01
-2.28e+02,-6.90e+01,8.00e+00,1.00e+01
-2.45e+02,-9.33e+01,8.00e+00,1.00e+01
-2.36e+02,-7.91e+01,8.00e+00,1.00e+01
-3.00e+02,-1.19e+02,8.00e+00,1.10e+01
-2.43e+02,-9.55e+01,9.00e+00,1.00e+01
-4.56e+02,-2.34e+02,8.00e+00,1.00e+01
-2.33e+02,-6.40e+01,7.00e+00,1.00e+01
-2.34e+02,-6.59e+01,8.00e+00,1.00e+01
