step,position,velocity,action,reward
0,-0.416542,0.000000,1,-1.007447
1,-0.417332,-0.000789,0,-1.023908
2,-0.419904,-0.002573,0,-1.039027
3,-0.424242,-0.004338,0,-1.051908
4,-0.430315,-0.006072,0,-1.061713
5,-0.438077,-0.007763,0,-1.067685
6,-0.447474,-0.009397,0,-1.069178
7,-0.458437,-0.010963,0,-1.065685
8,-0.470886,-0.012449,0,-1.056864
9,-0.484729,-0.013842,0,-1.042569
10,-0.499862,-0.015133,0,-1.022863
11,-0.516173,-0.016311,0,-0.998035
12,-0.533540,-0.017367,0,-0.968598
13,-0.551832,-0.018292,0,-0.935280
14,-0.570913,-0.019081,0,-0.898996
15,-0.590640,-0.019727,0,-0.860812
16,-0.610868,-0.020228,0,-0.821893
17,-0.631448,-0.020581,0,-0.783446
18,-0.652234,-0.020786,0,-0.746666
19,-0.673079,-0.020845,0,-0.712669
20,-0.693840,-0.020761,0,-0.682448
21,-0.714379,-0.020539,0,-0.656829
22,-0.734563,-0.020185,0,-0.636443
23,-0.754270,-0.019706,0,-0.621715
24,-0.773381,-0.019111,0,-0.612865
25,-0.791789,-0.018408,0,-0.609920
26,-0.809395,-0.017607,0,-0.612735
27,-0.826112,-0.016716,0,-0.621029
28,-0.841858,-0.015746,0,-0.634412
29,-0.856564,-0.014706,0,-0.652417
30,-0.870168,-0.013604,0,-0.674540
31,-0.882616,-0.012448,0,-0.700256
32,-0.893863,-0.011247,0,-0.729048
33,-0.903869,-0.010007,0,-0.760424
34,-0.912603,-0.008734,0,-0.793922
35,-0.920039,-0.007435,0,-0.829123
36,-0.926153,-0.006115,0,-0.865649
37,-0.930931,-0.004778,0,-0.903160
38,-0.934360,-0.003428,0,-0.941351
39,-0.936430,-0.002070,0,-0.979940
40,-0.937137,-0.000707,0,-1.018663
41,-0.936479,0.000658,2,-1.113802
42,-0.932458,0.004021,2,-1.207416
43,-0.925084,0.007375,2,-1.298042
44,-0.914375,0.010709,2,-1.383908
45,-0.900362,0.014013,2,-1.462819
46,-0.883088,0.017274,2,-1.532101
47,-0.862611,0.020477,2,-1.588602
48,-0.839007,0.023604,2,-1.628777
49,-0.812376,0.026632,2,-1.648877
50,-0.782839,0.029537,2,-1.645242
51,-0.750548,0.032291,2,-1.614700
52,-0.715684,0.034864,2,-1.555029
53,-0.678458,0.037227,2,-1.465433
54,-0.639111,0.039347,2,-1.346949
55,-0.597915,0.041196,2,-1.202693
56,-0.555167,0.042749,2,-1.037873
57,-0.511182,0.043985,2,-0.859507
58,-0.466290,0.044892,2,-0.675880
59,-0.420826,0.045464,2,-0.495781
60,-0.375120,0.045705,2,-0.327656
61,-0.329492,0.045628,2,-0.178811
62,-0.284238,0.045253,2,-0.054797
63,-0.239630,0.044609,2,0.040945
64,-0.195903,0.043727,2,0.107150
65,-0.153256,0.042647,2,0.144526
66,-0.111850,0.041406,2,0.155379
67,-0.071804,0.040046,2,0.143131
68,-0.033200,0.038604,2,0.111829
69,0.003916,0.037116,2,0.065707
70,0.039532,0.035616,2,0.008843
71,0.073665,0.034134,2,-0.055090
72,0.106360,0.032694,2,-0.122958
73,0.137680,0.031321,2,-0.192233
74,0.167711,0.030031,2,-0.260983
75,0.196552,0.028841,2,-0.327838
76,0.224315,0.027763,2,-0.391919
77,0.251123,0.026808,2,-0.452768
78,0.277107,0.025984,2,-0.510278
79,0.302407,0.025300,2,-0.564628
80,0.327167,0.024760,2,-0.616236
81,0.351537,0.024370,2,-0.665714
82,0.375673,0.024136,2,-0.713845
83,0.399736,0.024063,2,-0.761564
84,0.423892,0.024155,2,-0.809952
85,0.448310,0.024419,2,-0.860231
86,0.473169,0.024859,2,-0.913771
87,0.498651,0.025482,2,-0.972088
