1.28e+02,-7.15e+01,-2.37e+01,-2.37e+01,8.54e+01,2.10e+01,1.80e+01,-2.37e+01
2.56e+02,-2.78e+01,-9.06e+00,-9.06e+00,1.20e+02,2.10e+01,1.45e+01,-9.06e+00
3.84e+02,-1.35e+01,7.52e+01,7.52e+01,2.41e+02,2.10e+01,1.70e+01,7.52e+01
5.12e+02,-1.18e+01,7.52e+01,7.52e+01,2.41e+02,2.10e+01,1.50e+01,7.52e+01
6.40e+02,7.52e+01,8.60e+01,8.60e+01,3.37e+02,2.10e+01,1.50e+01,8.60e+01
7.68e+02,7.52e+01,9.12e+01,9.12e+01,3.37e+02,2.10e+01,1.50e+01,9.12e+01
8.96e+02,8.68e+01,9.42e+01,9.42e+01,3.37e+02,2.10e+01,1.40e+01,9.42e+01
1.02e+03,9.12e+01,9.42e+01,9.42e+01,3.37e+02,2.20e+01,1.50e+01,9.42e+01
1.15e+03,9.42e+01,9.42e+01,9.42e+01,3.37e+02,2.20e+01,1.50e+01,9.42e+01
1.28e+03,9.42e+01,9.51e+01,9.51e+01,3.43e+02,2.20e+01,1.50e+01,9.51e+01
1.41e+03,9.42e+01,9.52e+01,9.52e+01,3.43e+02,2.20e+01,1.50e+01,9.52e+01
1.54e+03,9.51e+01,9.52e+01,9.52e+01,3.43e+02,2.20e+01,1.50e+01,9.52e+01
1.66e+03,9.52e+01,9.53e+01,9.53e+01,3.43e+02,2.20e+01,1.50e+01,9.53e+01
1.79e+03,9.52e+01,9.65e+01,9.65e+01,3.43e+02,2.20e+01,1.60e+01,9.65e+01
1.92e+03,9.52e+01,9.65e+01,9.65e+01,3.43e+02,2.20e+01,1.50e+01,9.65e+01
2.05e+03,9.52e+01,9.65e+01,9.65e+01,3.43e+02,2.20e+01,1.60e+01,9.65e+01
2.18e+03,9.65e+01,9.65e+01,9.65e+01,3.43e+02,2.20e+01,1.70e+01,9.65e+01
2.30e+03,9.65e+01,9.76e+01,9.76e+01,3.46e+02,2.20e+01,1.60e+01,9.76e+01
2.43e+03,9.65e+01,9.81e+01,9.81e+01,3.38e+02,2.20e+01,1.60e+01,9.81e+01
2.56e+03,9.76e+01,9.82e+01,9.82e+01,3.39e+02,2.20e+01,1.70e+01,9.82e+01
2.69e+03,9.81e+01,1.02e+02,1.02e+02,3.65e+02,2.20e+01,1.60e+01,1.02e+02
