rank,mean,std,min,max,n_ok,alg_probMoo,prob_addConn,prob_addNode,prob_enable,prob_mutAct,prob_toggleExcitatory,prob_initEnable,select_cullRatio,select_eliteRatio,select_tournSize
0,94.84545454545454,0.5106146029318722,94.2,95.7,11,0.26110998226218557,0.054348645860805046,0.1711701209152867,0.22368545491130928,0.15982660559075365,0.1574177583666289,0.6002364922004686,0.49164068896481966,0.36862496635137365,12
1,94.88181818181819,0.6305841447708349,93.8,95.7,11,0.31698276162268396,0.2501270136058161,0.35041581355743473,0.07999142251148471,0.5485959815817474,0.13170058606278176,0.6788454342558644,0.44329359565260845,0.339603378865305,10
2,95.26363636363637,0.3695205739136269,94.8,96.1,11,0.1929303317793979,0.3763916466600377,0.2449620664179137,0.1432109269391812,0.3469226299419339,0.1554145021551692,0.5298931407669218,0.4915840506083217,0.21888657232712158,13
