step,cos_th1,sin_th1,cos_th2,sin_th2,dth1,dth2,action,reward
0,0.995586,-0.093855,0.995340,-0.096432,-0.042843,-0.081009,1.000000,-1.002289
1,0.994397,-0.105706,0.997034,-0.076963,-0.073189,0.271078,1.000000,-1.084159
2,0.992635,-0.121142,0.999973,0.007280,-0.076404,0.555169,1.000000,-1.049431
3,0.991072,-0.133326,0.990734,0.135820,-0.039494,0.709694,1.000000,-0.892760
4,0.990968,-0.134100,0.960947,0.276733,0.036825,0.706401,1.000000,-0.704978
5,0.993086,-0.117387,0.917377,0.398020,0.131913,0.564727,1.000000,-0.596474
6,0.996579,-0.082646,0.877237,0.480057,0.211800,0.341087,1.000000,-0.622711
7,0.999349,-0.036068,0.855279,0.518167,0.245456,0.100922,1.000000,-0.771961
8,0.999937,0.011257,0.855896,0.517147,0.217663,-0.104166,1.000000,-0.991327
9,0.998892,0.047061,0.874032,0.485868,0.132526,-0.246250,1.000000,-1.211031
10,0.998097,0.061656,0.900607,0.434634,0.009813,-0.320672,1.000000,-1.361435
11,0.998731,0.050355,0.927594,0.373590,-0.121800,-0.339377,1.000000,-1.393649
12,0.999896,0.014405,0.950385,0.311076,-0.232018,-0.321904,1.000000,-1.302981
13,0.999228,-0.039277,0.967601,0.252483,-0.295690,-0.287337,1.000000,-1.138457
14,0.995031,-0.099570,0.979745,0.200251,-0.298358,-0.248848,1.000000,-0.982504
15,0.988097,-0.153835,0.987918,0.154980,-0.239498,-0.211068,1.000000,-0.906771
16,0.981577,-0.191068,0.993123,0.117078,-0.132439,-0.170152,1.000000,-0.932545
17,0.978908,-0.204304,0.996097,0.088266,-0.000993,-0.116310,1.000000,-1.021696
18,0.981448,-0.191730,0.997378,0.072367,0.126134,-0.038498,1.000000,-1.100470
19,0.987636,-0.156765,0.997187,0.074957,0.221956,0.069275,1.000000,-1.099631
20,0.994223,-0.107332,0.994818,0.101676,0.267750,0.201598,1.000000,-0.991368
21,0.998536,-0.054084,0.987847,0.155428,0.257738,0.338781,1.000000,-0.807452
22,0.999970,-0.007715,0.972346,0.233545,0.199619,0.450861,1.000000,-0.628154
23,0.999721,0.023623,0.945163,0.326600,0.110393,0.507689,1.000000,-0.542926
24,0.999363,0.035698,0.907414,0.420237,0.010334,0.488886,1.000000,-0.603807
25,0.999598,0.028339,0.866475,0.499220,-0.080987,0.387575,1.000000,-0.801425
26,0.999987,0.005075,0.834540,0.550947,-0.146141,0.208725,1.000000,-1.073394
27,0.999624,-0.027428,0.824214,0.566278,-0.171757,-0.031901,1.000000,-1.328793
