agent,n_episodes,mean,std,median,min,max
snn,100,592.86148406,493.7644024868223,328.43780000000004,1.065767,1156.002
ann,100,1286.4026392799997,682.7707029788177,1685.761161,-1.1223030000000003,1899.147873
