ratio_literal_point_pct,ratio_literal_ci_lo_pct,ratio_literal_ci_hi_pct,ratio_signed_point_pct,ratio_signed_ci_lo_pct,ratio_signed_ci_hi_pct,diff_point,diff_ci_lo,diff_ci_hi,prob_ratio_signed_ge_90,alpha_result,meets_90pct_target,ci_level,n_resamples,n_episodes
46.086774541431666,37.82246638291838,55.4786196592858,46.086774541431666,37.822466382918385,55.4786196592858,-693.5411552199997,-855.2962330860001,-530.4571996742498,0.0,1.0,False,0.95,10000,100
