rank,mean,std,min,max,n_ok,orig_mean,orig_std,alg_probMoo,prob_addConn,prob_addNode,prob_enable,prob_mutAct,prob_toggleExcitatory,prob_initEnable,select_cullRatio,select_eliteRatio,select_tournSize
0,299.8181818181818,80.06974232732135,205.0,505.0,11,299.8181818181818,80.06974232732135,0.4334750107093506,0.07156746755670323,0.10537477663296563,0.0565904936040946,0.4940706952507308,0.29688531905684484,0.6790050602849559,0.2992077328173855,0.14828437755420626,13
1,326.09090909090907,58.522567519640745,272.0,481.0,11,326.09090909090907,58.522567519640745,0.4246139516597409,0.05577036794536158,0.05609349886489603,0.00806281896281251,0.6971200634100878,0.24135061590213625,0.642333852184148,0.40509232321153504,0.12185695095119928,10
2,368.27272727272725,106.06138874170082,240.0,492.0,11,368.27272727272725,106.06138874170082,0.33164673819607576,0.054659070489093436,0.2331213139132494,0.010686415433666023,0.6573697219176592,0.15991387504790106,0.6145387859562532,0.3741281694372055,0.22133860484521845,13
