rank,mean,std,min,max,n_ok,orig_mean,orig_std,alg_probMoo,prob_addConn,prob_addNode,prob_enable,prob_mutAct,prob_toggleExcitatory,prob_initEnable,select_cullRatio,select_eliteRatio,select_tournSize
0,-127.9090909090909,40.648848804005624,-175.0,-78.6,11,-141.1727272727273,34.9455888749665,0.6961851956015868,0.31311445053085957,0.05411970379759691,0.07661582070630545,0.19211890731680598,0.12115554846128507,0.47809604128268685,0.06557148158169751,0.16813053741453063,13
1,-101.3,36.21322962675381,-180.0,-78.9,11,-118.45454545454545,31.04961718399645,0.4395650377773081,0.4991601946924719,0.3099935434285396,0.15474145697133182,0.1337012146242242,0.09862212663334308,0.2151426169629057,0.16310248318640688,0.09851172511961795,12
2,-117.47272727272728,46.36703766489921,-195.0,-78.9,11,-133.29090909090908,40.57073956795598,0.29014806219128875,0.3591353560458248,0.13343581273862937,0.0244879527944001,0.10225212673695082,0.29898004717730964,0.49395979683249036,0.4724685163776594,0.2364912383487086,6
