trial,peak_fitness,alg_probMoo,prob_addConn,prob_addNode,prob_enable,prob_mutAct,prob_toggleExcitatory,prob_initEnable,select_cullRatio,select_eliteRatio,select_tournSize
2,118.0,0.5820833988379432,0.28280724488487047,0.22695023615218518,0.005651770678033181,0.6078572175297925,0.19531558491405732,0.6467916117125678,0.2631934334501349,0.30388036708822147,7
3,118.0,0.6145700288288227,0.24853862003453214,0.15576713303523274,0.028123339281656785,0.40263003999686975,0.2959656893774508,0.7514983444182464,0.2170425551996536,0.16695841845197731,5
0,118.0,0.06777038361663902,0.2678638586101257,0.24296382498934593,0.012178042371182913,0.5672041845661479,0.06664884579515619,0.7560412274963442,0.17338212257700486,0.12644035458710515,16
5,118.0,0.5079061428641306,0.05454177733581784,0.3574176796379195,0.007456237933571578,0.2083092192152149,0.05805458600837948,0.5091961080105616,0.3029197782274694,0.13571858038774026,14
7,118.0,0.5406769642876406,0.3042041479585311,0.17030183628019774,0.0081228903346389,0.6751068750197488,0.14283970776657198,0.7483168500201218,0.38797345392678545,0.13626140421029828,14
8,118.0,0.3133085259379057,0.40774903465312184,0.29490431061013067,0.14327861295076622,0.5010146751369392,0.2243043515995667,0.21871843176797467,0.07404244462005626,0.2700532160578789,16
6,118.0,0.2905876366287032,0.4803895581006575,0.3153486867617462,0.005141781213469257,0.31466185001073244,0.11583544468522866,0.48009553784669295,0.32828306955898956,0.15315948254416642,3
10,118.0,0.43561062990933536,0.3635262512377828,0.29228432169148577,0.07721792283764384,0.45189118760937697,0.09220372868191706,0.620153066952337,0.059871462409749165,0.3819105160733459,11
1,118.0,0.11731293687504325,0.22425666463126076,0.3831570511548759,0.038955130714726845,0.2013434134654723,0.05842616760241609,0.7849239845678386,0.4984086594281308,0.14649695963959883,5
4,118.0,0.08898092361580862,0.08628713719794098,0.22227511834552538,0.008621512549477075,0.22680896745661056,0.033349185964609854,0.48982967123110505,0.14170774138276895,0.14446237201541964,8
12,118.0,0.6877028341818661,0.34709092557971205,0.12777398875811435,0.2446546027697653,0.3269239931646694,0.02559312248952128,0.620476502654224,0.1376653983485291,0.23600875382316713,11
13,118.0,0.40877813008551256,0.4438424012496234,0.26235389870620085,0.013894271486436408,0.6907343132521171,0.24851936038430475,0.3835237578164176,0.22604436473844808,0.3981473461140867,13
9,118.0,0.22770203580627627,0.16492112885193905,0.2408378923431616,0.022353072742507106,0.5182680751090747,0.10454669227064026,0.2539748753909513,0.1736952724202724,0.0556412699903667,11
11,118.0,0.18488205821672268,0.15200731455172295,0.1966451490586961,0.016401395118323035,0.595658505107674,0.17804066890311768,0.3992111939939909,0.4151123148457323,0.05585095150936491,16
15,118.0,0.14924141963139365,0.19164317042841333,0.3426463350725789,0.05198926546449112,0.1341353438336097,0.1441332720298522,0.6942650857863942,0.4878156597094637,0.19403094801791282,5
17,118.0,0.23994200597931298,0.32180513064346633,0.2717324432367448,0.013961953086443945,0.23975867862662395,0.02204003015213138,0.5574442569341341,0.4230862039023976,0.2126475873984873,9
18,118.0,0.3264553712527563,0.24621036415697523,0.32707346541737053,0.07746412686792528,0.5374315755454641,0.12237875623153929,0.7872192691115407,0.25540284787609224,0.09880245853550307,4
16,118.0,0.12047200093049819,0.1324083480038514,0.38556706419550824,0.036581097032177434,0.3471136371037451,0.06693333002103512,0.6907784554042471,0.356043381342407,0.10213601741785029,6
14,118.0,0.05677248459569388,0.21833201342751668,0.37957182298782705,0.05043170230595781,0.1135806854226855,0.0681646391877005,0.7908067206410901,0.49971315113573794,0.09306034294833795,2
19,118.0,0.05049955970488529,0.39152960122479097,0.19907684467341308,0.02057555986209788,0.41558908723463905,0.08505331283774617,0.6851938825477568,0.10256949178127331,0.18785455091626704,9
