rank,mean,std,min,max,n_ok,alg_probMoo,prob_addConn,prob_addNode,prob_enable,prob_mutAct,prob_toggleExcitatory,prob_initEnable,select_cullRatio,select_eliteRatio,select_tournSize
0,3.8533299999999997,5.318580034135051,-0.0367,10.1,5,0.35421937822396293,0.15948656479245726,0.18926525449698062,0.008872681967826947,0.2735926144186955,0.20905964627741655,0.6136762968019355,0.0726619658063049,0.3086046021041219,12
1,7.225140000000001,6.700943299118416,-0.06,13.1,5,0.16607353737561054,0.24156437521773144,0.17298927984596296,0.055913264172822164,0.44910119883588756,0.23126053910971484,0.39919034199511844,0.1733889767285247,0.26165643510901737,13
2,4.5077799999999995,6.248593898790351,-0.0801,11.6,5,0.05376964791802863,0.3084675524338878,0.18551657090212437,0.09459344753979727,0.3371482417415477,0.29163550004238514,0.6082310256519606,0.32830525484303846,0.29074488659954495,10
