round,trial,peak_fitness,elapsed_s,alg_probMoo,prob_addConn,prob_addNode,prob_enable,prob_mutAct,prob_toggleExcitatory,prob_initEnable,select_cullRatio,select_eliteRatio,select_tournSize
0,2,-153.0,4.5,0.10198696602141147,0.12024823252425743,0.12970124055745416,0.016372420549860024,0.6294488373928719,0.2725748667644194,0.6220271668105892,0.42176931275757035,0.09102732373983626,2
0,0,-153.0,4.5,0.6932119081069129,0.18597706992481627,0.07841336720628449,0.01689497684865821,0.5782918732075043,0.24256083488212454,0.35886673528627766,0.055160380995724456,0.31867430463928287,5
0,5,-109.0,4.5,0.6842251340146293,0.072001653982451,0.34242868437459756,0.024509574837307282,0.48245414916489815,0.1480483794177822,0.5353586207225416,0.09462622087948805,0.348110600883097,6
0,3,-153.0,4.5,0.30684145348328556,0.14780062385485465,0.3570076296662331,0.19648430780041565,0.4555392457288172,0.05686632210116256,0.3632447567839099,0.39681843374199094,0.32121034660263553,15
0,6,-159.0,4.5,0.34345546356515233,0.16944840314361395,0.3331543476592122,0.07181499339228824,0.1107210113533894,0.28907833214335227,0.5365193729003634,0.35888566376516606,0.28852725072034724,16
0,4,-137.0,6.0,0.17277489195097248,0.4670390136616639,0.32543820385066363,0.09467181006443041,0.12057557551458423,0.25358162085236874,0.30076351246510713,0.44612254095040305,0.09705273247526922,12
0,1,-153.0,7.5,0.07794155454085865,0.06981533469775568,0.24542464318616697,0.05191691349883267,0.12742035616676067,0.1114833480960535,0.6722551550904404,0.20488806607084148,0.10920021121156162,10
0,7,-153.0,7.5,0.18191542918016013,0.07992846998483398,0.3977956679863427,0.009557357769081934,0.18312493661748458,0.10561093923636598,0.4384513509836128,0.07992697790335071,0.060515223276118246,5
0,22,-113.0,4.5,0.13853329146788262,0.2753599233871648,0.21952814826552716,0.02401043523895836,0.5527681191648421,0.11769797903121756,0.2013742856074727,0.2660939501090932,0.05275982617280284,10
0,24,-109.0,4.5,0.05094211007055373,0.1260629871922186,0.3236824675028276,0.05005549526710871,0.3341342046168952,0.21044227035743607,0.6069365567311199,0.32438598451851086,0.39955220579340267,14
