1.28e+02,-1.76e+00,7.01e+01,7.01e+01,1.66e+02,2.40e+01,7.50e+01,7.01e+01
2.56e+02,2.19e+01,6.81e+01,7.01e+01,1.66e+02,2.40e+01,7.60e+01,7.01e+01
3.84e+02,3.23e+01,9.84e+01,9.84e+01,4.02e+02,2.40e+01,7.60e+01,9.84e+01
5.12e+02,3.66e+01,7.97e+01,9.84e+01,4.02e+02,2.40e+01,6.90e+01,9.84e+01
6.40e+02,5.20e+01,8.73e+01,9.84e+01,4.02e+02,2.40e+01,6.65e+01,9.84e+01
7.68e+02,4.69e+01,9.49e+01,9.84e+01,4.02e+02,2.50e+01,6.80e+01,9.84e+01
8.96e+02,5.60e+01,1.21e+02,1.21e+02,2.07e+02,2.40e+01,6.50e+01,1.21e+02
1.02e+03,5.69e+01,1.09e+02,1.21e+02,2.07e+02,2.40e+01,6.50e+01,1.21e+02
1.15e+03,5.82e+01,1.01e+02,1.21e+02,2.07e+02,2.40e+01,6.50e+01,1.21e+02
1.28e+03,6.04e+01,1.08e+02,1.21e+02,2.07e+02,2.40e+01,6.50e+01,1.21e+02
1.41e+03,5.53e+01,1.15e+02,1.21e+02,2.07e+02,2.50e+01,6.50e+01,1.21e+02
1.54e+03,5.83e+01,1.21e+02,1.21e+02,2.07e+02,2.40e+01,6.50e+01,1.21e+02
1.66e+03,6.11e+01,1.11e+02,1.21e+02,2.07e+02,2.40e+01,6.50e+01,1.21e+02
1.79e+03,6.27e+01,1.11e+02,1.21e+02,2.07e+02,2.40e+01,6.50e+01,1.21e+02
1.92e+03,5.58e+01,1.18e+02,1.21e+02,2.07e+02,2.40e+01,6.60e+01,1.21e+02
2.05e+03,5.73e+01,1.21e+02,1.21e+02,2.07e+02,2.40e+01,6.60e+01,1.21e+02
2.18e+03,6.62e+01,1.12e+02,1.21e+02,2.07e+02,2.50e+01,6.70e+01,1.21e+02
2.30e+03,6.45e+01,1.17e+02,1.21e+02,2.07e+02,2.40e+01,6.50e+01,1.21e+02
2.43e+03,6.24e+01,1.33e+02,1.33e+02,4.56e+02,2.40e+01,6.50e+01,1.33e+02
2.56e+03,7.57e+01,1.47e+02,1.47e+02,3.06e+02,2.40e+01,6.50e+01,1.47e+02
2.69e+03,7.81e+01,1.66e+02,1.66e+02,4.54e+02,2.40e+01,6.50e+01,1.66e+02
2.82e+03,8.24e+01,1.93e+02,1.93e+02,3.70e+02,2.40e+01,6.50e+01,1.93e+02
2.94e+03,7.94e+01,1.88e+02,1.93e+02,3.70e+02,2.40e+01,6.50e+01,1.93e+02
3.07e+03,1.01e+02,3.03e+02,3.03e+02,6.43e+02,2.40e+01,6.50e+01,3.03e+02
3.20e+03,1.23e+02,2.32e+02,3.03e+02,6.43e+02,2.40e+01,6.50e+01,3.03e+02
3.33e+03,1.23e+02,2.64e+02,3.03e+02,6.43e+02,2.40e+01,6.60e+01,3.03e+02
3.46e+03,1.25e+02,2.74e+02,3.03e+02,6.43e+02,2.40e+01,6.60e+01,3.03e+02
3.58e+03,1.26e+02,3.68e+02,3.68e+02,7.02e+02,2.40e+01,6.60e+01,3.68e+02
3.71e+03,1.81e+02,3.29e+02,3.68e+02,7.02e+02,2.40e+01,6.70e+01,3.68e+02
3.84e+03,1.55e+02,3.72e+02,3.72e+02,8.13e+02,2.40e+01,6.60e+01,3.72e+02
3.97e+03,1.34e+02,3.54e+02,3.72e+02,8.13e+02,2.40e+01,6.60e+01,3.72e+02
4.10e+03,1.90e+02,3.65e+02,3.72e+02,8.13e+02,2.50e+01,6.70e+01,3.72e+02
4.22e+03,1.80e+02,3.70e+02,3.72e+02,8.13e+02,2.40e+01,6.70e+01,3.72e+02
4.35e+03,2.13e+02,3.49e+02,3.72e+02,8.13e+02,2.50e+01,6.80e+01,3.72e+02
4.48e+03,1.94e+02,3.89e+02,3.89e+02,8.42e+02,2.50e+01,6.80e+01,3.89e+02
4.61e+03,2.11e+02,4.20e+02,4.20e+02,7.89e+02,2.40e+01,6.70e+01,4.20e+02
4.74e+03,2.20e+02,3.58e+02,4.20e+02,7.89e+02,2.40e+01,6.70e+01,4.20e+02
4.86e+03,1.97e+02,4.15e+02,4.20e+02,7.89e+02,2.40e+01,6.70e+01,4.20e+02
4.99e+03,1.93e+02,4.22e+02,4.22e+02,7.52e+02,2.40e+01,6.70e+01,4.22e+02
5.12e+03,2.15e+02,3.84e+02,4.22e+02,7.52e+02,2.40e+01,6.70e+01,4.22e+02
5.25e+03,2.03e+02,3.87e+02,4.22e+02,7.52e+02,2.40e+01,6.80e+01,4.22e+02
5.38e+03,2.16e+02,3.79e+02,4.22e+02,7.52e+02,2.40e+01,6.80e+01,4.22e+02
5.50e+03,2.18e+02,3.53e+02,4.22e+02,7.52e+02,2.40e+01,6.80e+01,4.22e+02
