6.40e+01,-1.99e+02,-1.93e+02,-1.93e+02,-1.59e+02,6.00e+00,3.50e+00,-1.96e+02
1.28e+02,-1.97e+02,-1.86e+02,-1.86e+02,-1.28e+02,6.00e+00,4.00e+00,-1.91e+02
1.92e+02,-1.93e+02,-1.73e+02,-1.73e+02,-1.16e+02,6.00e+00,3.00e+00,-1.79e+02
2.56e+02,-1.86e+02,-1.67e+02,-1.67e+02,-1.20e+02,6.00e+00,3.00e+00,-1.77e+02
3.20e+02,-1.77e+02,-1.64e+02,-1.64e+02,-9.51e+01,6.00e+00,3.00e+00,-1.72e+02
3.84e+02,-1.77e+02,-1.39e+02,-1.39e+02,-1.03e+02,6.00e+00,3.00e+00,-1.54e+02
4.48e+02,-1.80e+02,-1.41e+02,-1.39e+02,-1.03e+02,6.00e+00,3.00e+00,-1.54e+02
5.12e+02,-1.60e+02,-1.37e+02,-1.37e+02,-1.17e+02,6.00e+00,3.00e+00,-1.54e+02
5.76e+02,-1.57e+02,-1.31e+02,-1.31e+02,-1.03e+02,6.00e+00,3.00e+00,-1.48e+02
6.40e+02,-1.49e+02,-1.36e+02,-1.31e+02,-1.03e+02,7.50e+00,6.00e+00,-1.48e+02
7.04e+02,-1.49e+02,-1.31e+02,-1.31e+02,-1.03e+02,8.00e+00,6.00e+00,-1.48e+02
7.68e+02,-1.49e+02,-1.32e+02,-1.31e+02,-1.03e+02,8.00e+00,7.00e+00,-1.48e+02
8.32e+02,-1.51e+02,-1.34e+02,-1.31e+02,-1.03e+02,8.00e+00,6.00e+00,-1.48e+02
8.96e+02,-1.48e+02,-1.34e+02,-1.31e+02,-1.03e+02,8.00e+00,6.00e+00,-1.48e+02
9.60e+02,-1.48e+02,-1.32e+02,-1.31e+02,-1.03e+02,7.00e+00,6.00e+00,-1.48e+02
1.02e+03,-1.47e+02,-1.31e+02,-1.31e+02,-1.17e+02,7.00e+00,5.50e+00,-1.50e+02
1.09e+03,-1.52e+02,-1.26e+02,-1.26e+02,-1.17e+02,7.00e+00,6.00e+00,-1.46e+02
1.15e+03,-1.47e+02,-1.23e+02,-1.23e+02,-1.06e+02,9.00e+00,9.00e+00,-1.43e+02
