step,cos_th1,sin_th1,cos_th2,sin_th2,dth1,dth2,action,reward
0,0.997718,0.067512,0.998875,0.047411,0.097293,0.081845,-1.000000,-0.970595
1,0.995748,0.092122,0.999523,0.030898,0.143982,-0.240198,-1.000000,-1.012764
2,0.992543,0.121898,0.999052,-0.043522,0.147078,-0.486606,-1.000000,-0.996806
3,0.989160,0.146842,0.988007,-0.154406,0.095878,-0.604925,-1.000000,-0.915236
4,0.987656,0.156640,0.962237,-0.272212,-0.002673,-0.579442,-1.000000,-0.816321
5,0.989534,0.144300,0.929116,-0.369788,-0.122534,-0.436456,-1.000000,-0.755846
6,0.994032,0.109093,0.902161,-0.431399,-0.226625,-0.231348,-1.000000,-0.760717
7,0.998345,0.057509,0.890958,-0.454085,-0.280689,-0.026415,-1.000000,-0.828687
8,0.999998,0.001780,0.896024,-0.444005,-0.264971,0.128141,-1.000000,-0.942421
9,0.999045,-0.043692,0.910906,-0.412613,-0.179739,0.206403,-1.000000,-1.074965
10,0.997777,-0.066647,0.927715,-0.373290,-0.044611,0.211093,-1.000000,-1.189201
11,0.998177,-0.060361,0.941374,-0.337366,0.106999,0.168734,-1.000000,-1.246128
12,0.999679,-0.025351,0.950581,-0.310478,0.236761,0.117129,-1.000000,-1.225463
13,0.999532,0.030593,0.956633,-0.291295,0.311736,0.089940,-1.000000,-1.143137
14,0.995551,0.094228,0.961915,-0.273348,0.313568,0.103824,-1.000000,-1.046169
15,0.988602,0.150552,0.968518,-0.248945,0.243524,0.152873,-1.000000,-0.984221
16,0.982339,0.187108,0.976986,-0.213303,0.121366,0.212232,-1.000000,-0.979750
17,0.980408,0.196979,0.985880,-0.167454,-0.021090,0.247996,-1.000000,-1.018712
18,0.983706,0.179783,0.992872,-0.119181,-0.148855,0.228722,-1.000000,-1.063473
19,0.989974,0.141251,0.996661,-0.081652,-0.232523,0.136184,-1.000000,-1.073609
20,0.995781,0.091761,0.997567,-0.069712,-0.255477,-0.025912,-1.000000,-1.021963
21,0.999047,0.043636,0.995497,-0.094793,-0.218148,-0.228454,-1.000000,-0.905497
22,0.999971,0.007593,0.987125,-0.159950,-0.137508,-0.422280,-1.000000,-0.754752
23,0.999948,-0.010243,0.966490,-0.256703,-0.040610,-0.552900,-1.000000,-0.633173
24,0.999956,-0.009365,0.930588,-0.366069,0.045911,-0.579853,-1.000000,-0.610779
25,0.999981,0.006199,0.885307,-0.465008,0.104268,-0.490207,-1.000000,-0.721799
26,0.999552,0.029916,0.845169,-0.534500,0.126972,-0.298049,-1.000000,-0.940896
27,0.998512,0.054531,0.826437,-0.563029,0.113927,-0.035004,-1.000000,-1.192755
28,0.997303,0.073397,0.838683,-0.544619,0.071271,0.256550,-1.000000,-1.380679
29,0.996641,0.081896,0.879033,-0.476762,0.013216,0.524055,-1.000000,-1.425396
30,0.996864,0.079138,0.931597,-0.363492,-0.037497,0.706202,-1.000000,-1.313268
31,0.997610,0.069101,0.974998,-0.222215,-0.056480,0.746591,-1.000000,-1.122765
32,0.998222,0.059605,0.996417,-0.084576,-0.031912,0.621406,-1.000000,-0.976484
33,0.998277,0.058678,0.999887,0.015059,0.026035,0.358548,-1.000000,-0.942052
34,0.997510,0.070524,0.998544,0.053952,0.091297,0.026156,-1.000000,-0.986404
35,0.995604,0.093666,0.999655,0.026274,0.135263,-0.294612,-1.000000,-1.021723
36,0.992599,0.121437,0.998313,-0.058067,0.135710,-0.530126,-1.000000,-0.984977
37,0.989589,0.143924,0.984455,-0.175639,0.082620,-0.630166,-1.000000,-0.884428
38,0.988521,0.151080,0.955289,-0.295675,-0.015689,-0.583650,-1.000000,-0.781462
39,0.990645,0.136467,0.920209,-0.391427,-0.131727,-0.422361,-1.000000,-0.734253
40,0.994978,0.100090,0.893687,-0.448692,-0.228357,-0.205121,-1.000000,-0.763111
41,0.998797,0.049045,0.884814,-0.465945,-0.273122,0.005428,-1.000000,-0.856114
42,0.999991,-0.004307,0.892966,-0.450125,-0.249033,0.160880,-1.000000,-0.986935
43,0.998941,-0.046018,0.910733,-0.412997,-0.158785,0.237621,-1.000000,-1.122382
44,0.997907,-0.064670,0.929786,-0.368101,-0.023247,0.239829,-1.000000,-1.223995
45,0.998516,-0.054459,0.945034,-0.326973,0.124279,0.194092,-1.000000,-1.257666
46,0.999861,-0.016683,0.955311,-0.295603,0.246670,0.137271,-1.000000,-1.212830
47,0.999185,0.040365,0.961962,-0.273182,0.312846,0.101975,-1.000000,-1.115525
48,0.994647,0.103335,0.967242,-0.253856,0.306437,0.104593,-1.000000,-1.018072
49,0.987513,0.157537,0.973082,-0.230460,0.230267,0.140237,-1.000000,-0.967957
50,0.981574,0.191081,0.980105,-0.198479,0.104884,0.186182,-1.000000,-0.979490
51,0.980275,0.197641,0.987314,-0.158782,-0.037869,0.211087,-1.000000,-1.028873
52,0.984152,0.177325,0.992957,-0.118477,-0.163451,0.185778,-1.000000,-1.071881
53,0.990673,0.136257,0.995980,-0.089581,-0.243154,0.093586,-1.000000,-1.068023
54,0.996372,0.085099,0.996336,-0.085521,-0.261233,-0.061163,-1.000000,-0.997500
55,0.999341,0.036295,0.993215,-0.116295,-0.219049,-0.249943,-1.000000,-0.869417
56,1.000000,0.000500,0.982972,-0.183753,-0.134179,-0.425789,-1.000000,-0.724634
57,0.999867,-0.016299,0.960333,-0.278856,-0.033637,-0.537963,-1.000000,-0.627338
58,0.999906,-0.013688,0.923686,-0.383150,0.056207,-0.549894,-1.000000,-0.636836
59,0.999991,0.004214,0.879960,-0.475048,0.117140,-0.450579,-1.000000,-0.772402
60,0.999531,0.030609,0.843614,-0.536951,0.140446,-0.253660,-1.000000,-0.998435
61,0.998332,0.057731,0.829869,-0.557958,0.125081,0.010224,-1.000000,-1.236957
62,0.996925,0.078366,0.846708,-0.532058,0.077637,0.298294,-1.000000,-1.395290
63,0.996157,0.087590,0.889491,-0.456954,0.014293,0.556019,-1.000000,-1.405194
64,0.996410,0.084659,0.941121,-0.338071,-0.039922,0.720437,-1.000000,-1.270100
65,0.997257,0.074010,0.980771,-0.195163,-0.059905,0.736943,-1.000000,-1.081748
66,0.997960,0.063835,0.998116,-0.061352,-0.035343,0.587947,-1.000000,-0.958792
67,0.998066,0.062160,0.999556,0.029802,0.021762,0.308113,-1.000000,-0.949544
68,0.997334,0.072966,0.998331,0.057748,0.085028,-0.031130,-1.000000,-1.002819
69,0.995515,0.094608,0.999823,0.018816,0.126491,-0.348266,-1.000000,-1.026167
70,0.992727,0.120384,0.997181,-0.075040,0.124466,-0.570568,-1.000000,-0.966691
71,0.990087,0.140457,0.980122,-0.198398,0.069709,-0.650580,-1.000000,-0.849700
72,0.989420,0.145080,0.947577,-0.319527,-0.027890,-0.582491,-1.000000,-0.747880
73,0.991721,0.128415,0.910971,-0.412470,-0.139454,-0.403625,-1.000000,-0.718590
