trial,peak_fitness,alg_probMoo,prob_addConn,prob_addNode,prob_enable,prob_mutAct,prob_toggleExcitatory,prob_initEnable,select_cullRatio,select_eliteRatio,select_tournSize
1,-200.0,0.3400445259520693,0.3245813772617937,0.28479352595943186,0.03392321417577644,0.5225165954540792,0.22137471277534485,0.41382521968213737,0.49046505446523236,0.39195708443278277,12
2,-200.0,0.17785430021876197,0.31637910596726443,0.08596177049315841,0.14349237024724987,0.20484660969547266,0.020817845050890963,0.45884077914468935,0.4114421880067307,0.3652406443825506,4
3,-78.0,0.3859703901074247,0.22405782195763513,0.11352901671943975,0.09756710518373286,0.22797370386598653,0.16983253855187308,0.525108323313066,0.44374152058323224,0.25533880739001386,5
0,-149.0,0.18195662886167935,0.30866970624502194,0.34269255616720407,0.08393734976814964,0.3823026355757472,0.19145614782706724,0.7876275810757649,0.4153878008069084,0.19129895559823362,6
6,-108.0,0.48007583328201925,0.06832662497648848,0.14904267805206062,0.15234237012298496,0.6079006774025238,0.06690915162860146,0.4439404535589697,0.18640305713774796,0.2595410035568232,4
7,-165.0,0.6912199476424232,0.4894881460401418,0.06088167575449627,0.04406067007618515,0.1130688105699444,0.2954267722317674,0.6464370092946796,0.3145792037491927,0.2912352220447925,16
4,-201.0,0.11085341376586434,0.4063865330874067,0.20281831851188903,0.014517255302636674,0.17545212741659982,0.1444414046121926,0.3235102616844773,0.17938059576381749,0.2264625845486028,12
9,-142.0,0.6238183522203564,0.18736215372767062,0.1281460180984091,0.07591267758908878,0.4929671386680672,0.24338990841292157,0.6526603865664652,0.48251040302875037,0.31348647949190916,2
5,-205.0,0.1143118382835269,0.17921382303626127,0.20396248755687912,0.012686609666752596,0.2835928795569577,0.04947913271891438,0.5517257687985404,0.07717611978838425,0.08763695188400525,11
8,-69.2,0.4336559207085565,0.18379390452326416,0.3987453780018628,0.2490628741607908,0.36937106086382493,0.12353633179799901,0.20331050491322983,0.32228265892541064,0.15072546446770588,7
11,-149.0,0.5211120659206632,0.23742532435801253,0.14552455667725966,0.07051251771553577,0.6925451859581148,0.19277237825665475,0.7730651536585642,0.21655490109582415,0.06058090314530992,2
12,-206.0,0.48994127786511393,0.14736168546077236,0.38395641944952136,0.21964076140020478,0.3559025985637937,0.11405236755612622,0.20312845263187695,0.3056700624797994,0.16009884266600755,8
10,-213.0,0.34287256181870146,0.08801350904622116,0.26745391209377695,0.02690934805641798,0.27236291340364405,0.11026552815139513,0.5909936214726138,0.38338709398087073,0.11773015099854625,9
13,-145.0,0.3985301790392086,0.24598301230291625,0.30935336768044686,0.23982567152934137,0.45631329461214487,0.1476296633754229,0.2165857033945082,0.3672542165430822,0.14635579216909578,7
14,-118.0,0.26940890329878087,0.13148540267438777,0.38542402518096813,0.12538874135269462,0.31413294807649195,0.11010476442636029,0.3627687830588927,0.25318010213134234,0.20727381248115823,5
16,-135.0,0.27283368364608446,0.28178366975728514,0.1839273636288098,0.17523184170751294,0.422685415114757,0.25035951468615164,0.5216044696412273,0.42911471698942577,0.3269367051671862,15
15,-205.0,0.4291474544525578,0.2176783734066975,0.24801096208482112,0.11060457457468795,0.21676689698483761,0.17704341510792745,0.29194366065381017,0.3446532414740227,0.25422343647330353,10
17,-206.0,0.5960896970072912,0.35984041942327105,0.10667689405467264,0.0549562382358088,0.11964787923360244,0.08519342778838883,0.6850253836204291,0.11635241275090524,0.16557804795421396,8
19,-204.0,0.4371366136885015,0.3977207152527187,0.23885442634361087,0.02252192107740639,0.2492572113331877,0.22183105364309946,0.2710701896012194,0.2651084231622869,0.25587506600656285,4
18,-212.0,0.28860066752671476,0.14896635549573947,0.3247058886845964,0.09738356789299234,0.3350656373093853,0.14237365836809096,0.37722096155308577,0.4485953962764802,0.11275865284999849,6
