gen,tieCount,popSize
575,429,480
576,428,480
577,432,480
578,430,480
579,433,480
580,421,480
581,429,480
582,431,480
583,430,480
584,426,480
585,432,480
586,429,480
587,419,480
588,424,480
589,426,480
590,427,480
591,427,480
592,422,480
593,434,480
594,425,480
595,430,480
596,434,480
597,435,480
598,426,480
599,426,480
600,441,480
601,437,480
602,428,480
603,425,480
604,420,480
605,417,480
606,420,480
607,429,480
608,431,480
609,437,480
610,430,480
611,427,480
612,430,480
613,433,480
614,427,480
615,431,480
616,432,480
617,433,480
618,421,480
619,428,480
620,427,480
621,429,480
622,428,480
623,428,480
624,428,480
625,425,480
626,427,480
627,432,480
628,430,480
629,430,480
630,436,480
631,412,480
632,432,480
633,416,480
634,429,480
635,429,480
636,435,480
637,428,480
638,432,480
639,428,480
640,417,480
641,426,480
642,422,480
643,419,480
644,429,480
645,432,480
646,429,480
647,425,480
648,427,480
649,431,480
650,425,480
651,421,480
652,422,480
653,424,480
654,425,480
655,420,480
656,437,480
657,429,480
658,431,480
659,433,480
660,429,480
661,434,480
662,431,480
663,422,480
664,421,480
665,426,480
666,429,480
667,424,480
668,431,480
669,427,480
670,427,480
671,426,480
672,418,480
673,423,480
674,425,480
675,428,480
676,425,480
677,427,480
678,431,480
679,423,480
680,433,480
681,436,480
682,428,480
683,420,480
684,424,480
685,424,480
686,437,480
687,417,480
688,431,480
689,431,480
690,426,480
691,430,480
692,431,480
693,418,480
694,434,480
695,419,480
696,430,480
697,429,480
698,436,480
699,419,480
700,427,480
701,430,480
702,427,480
703,430,480
704,435,480
705,423,480
706,431,480
707,429,480
708,433,480
709,423,480
710,435,480
711,427,480
712,423,480
713,422,480
714,430,480
715,426,480
716,424,480
717,438,480
718,423,480
719,431,480
720,437,480
721,431,480
722,424,480
723,417,480
724,421,480
725,422,480
726,432,480
727,419,480
728,417,480
729,429,480
730,425,480
731,423,480
732,427,480
733,426,480
734,432,480
735,427,480
736,418,480
737,438,480
738,424,480
739,419,480
740,418,480
741,431,480
742,432,480
743,438,480
744,420,480
745,427,480
746,429,480
747,431,480
748,422,480
749,434,480
750,429,480
751,433,480
752,424,480
753,427,480
754,426,480
755,418,480
756,427,480
757,427,480
758,418,480
759,420,480
760,421,480
761,425,480
762,422,480
763,427,480
764,418,480
765,421,480
766,429,480
767,431,480
768,418,480
769,413,480
770,427,480
771,427,480
772,431,480
773,424,480
774,427,480
775,428,480
776,428,480
777,423,480
778,432,480
779,420,480
780,428,480
781,429,480
782,426,480
783,426,480
784,429,480
785,429,480
786,428,480
787,421,480
788,429,480
789,416,480
790,426,480
791,431,480
792,415,480
793,424,480
794,428,480
795,427,480
796,424,480
797,426,480
798,427,480
799,425,480
800,418,480
801,423,480
802,427,480
803,427,480
804,429,480
805,428,480
806,424,480
807,425,480
808,421,480
809,429,480
810,427,480
811,419,480
812,427,480
813,413,480
814,419,480
815,422,480
816,430,480
817,430,480
818,421,480
819,432,480
820,429,480
821,432,480
822,425,480
823,432,480
824,432,480
825,427,480
826,412,480
827,430,480
828,429,480
829,418,480
830,433,480
831,422,480
832,427,480
833,427,480
834,424,480
835,424,480
836,426,480
837,418,480
838,424,480
839,427,480
840,428,480
841,430,480
842,420,480
843,421,480
844,416,480
845,422,480
846,426,480
847,420,480
848,418,480
849,419,480
850,415,480
851,424,480
852,433,480
853,422,480
854,433,480
855,419,480
856,429,480
857,419,480
858,425,480
859,429,480
860,421,480
861,421,480
862,437,480
863,428,480
864,426,480
865,421,480
866,431,480
867,425,480
868,419,480
869,426,480
870,422,480
871,429,480
872,429,480
873,425,480
874,428,480
875,436,480
876,420,480
877,425,480
878,423,480
879,415,480
880,419,480
881,410,480
882,426,480
883,418,480
884,430,480
885,423,480
886,422,480
887,430,480
888,420,480
889,429,480
890,429,480
891,431,480
892,422,480
893,428,480
894,424,480
895,434,480
896,417,480
897,413,480
898,424,480
899,423,480
900,427,480
901,420,480
902,432,480
903,427,480
904,414,480
905,419,480
906,429,480
907,431,480
908,428,480
909,429,480
910,427,480
911,414,480
912,429,480
913,425,480
914,420,480
915,431,480
916,428,480
917,423,480
918,419,480
919,421,480
920,413,480
921,427,480
922,428,480
923,422,480
924,427,480
925,424,480
926,427,480
927,426,480
928,425,480
929,421,480
930,419,480
931,430,480
932,421,480
933,421,480
934,429,480
935,425,480
936,425,480
937,429,480
938,424,480
939,423,480
940,424,480
941,413,480
942,423,480
943,425,480
944,426,480
945,425,480
946,432,480
947,426,480
948,420,480
949,415,480
950,417,480
951,433,480
952,420,480
953,426,480
954,418,480
955,416,480
956,427,480
957,417,480
958,411,480
959,419,480
960,425,480
961,415,480
962,428,480
963,422,480
964,424,480
965,429,480
966,408,480
967,421,480
968,420,480
969,433,480
970,426,480
971,430,480
972,430,480
973,424,480
974,417,480
975,429,480
976,426,480
977,433,480
978,417,480
979,432,480
980,426,480
981,433,480
982,427,480
983,421,480
984,427,480
985,421,480
986,429,480
987,419,480
988,431,480
989,422,480
990,424,480
991,436,480
992,430,480
993,418,480
994,425,480
995,428,480
996,427,480
997,414,480
998,422,480
999,421,480
1000,422,480
1001,417,480
1002,427,480
1003,435,480
1004,422,480
1005,436,480
1006,421,480
1007,417,480
1008,415,480
1009,430,480
1010,423,480
1011,419,480
1012,425,480
1013,420,480
1014,424,480
1015,419,480
1016,432,480
1017,422,480
1018,423,480
1019,427,480
1020,427,480
1021,424,480
1022,418,480
1023,422,480
1024,423,480
1025,419,480
1026,423,480
1027,431,480
1028,433,480
1029,417,480
1030,421,480
1031,421,480
1032,418,480
1033,426,480
1034,426,480
1035,438,480
1036,422,480
1037,422,480
1038,419,480
1039,426,480
1040,430,480
1041,430,480
1042,424,480
1043,425,480
1044,424,480
1045,424,480
1046,425,480
1047,422,480
1048,428,480
1049,422,480
1050,426,480
1051,427,480
1052,426,480
1053,429,480
1054,426,480
1055,426,480
1056,435,480
1057,427,480
1058,433,480
1059,417,480
1060,428,480
1061,411,480
1062,437,480
1063,419,480
1064,420,480
1065,424,480
1066,409,480
1067,419,480
1068,427,480
1069,430,480
1070,420,480
1071,425,480
1072,427,480
1073,430,480
1074,430,480
1075,422,480
1076,416,480
1077,430,480
1078,432,480
1079,428,480
1080,423,480
1081,429,480
1082,430,480
1083,427,480
1084,427,480
1085,419,480
1086,433,480
1087,430,480
1088,428,480
1089,426,480
1090,424,480
1091,423,480
1092,432,480
1093,420,480
1094,423,480
1095,432,480
1096,420,480
1097,419,480
1098,421,480
1099,427,480
1100,426,480
1101,429,480
1102,425,480
1103,419,480
1104,418,480
1105,432,480
1106,424,480
1107,423,480
1108,423,480
1109,420,480
1110,429,480
1111,419,480
1112,421,480
1113,434,480
1114,424,480
1115,424,480
1116,432,480
1117,424,480
1118,427,480
1119,417,480
1120,425,480
1121,433,480
1122,423,480
1123,430,480
1124,430,480
1125,434,480
1126,427,480
1127,433,480
1128,429,480
1129,420,480
1130,434,480
1131,430,480
1132,426,480
1133,426,480
1134,427,480
1135,422,480
1136,421,480
1137,421,480
1138,419,480
1139,420,480
1140,423,480
1141,422,480
1142,431,480
1143,433,480
1144,424,480
1145,424,480
1146,425,480
1147,419,480
1148,426,480
1149,430,480
1150,431,480
1151,424,480
1152,428,480
1153,425,480
1154,422,480
1155,417,480
1156,426,480
1157,413,480
1158,433,480
1159,430,480
1160,421,480
1161,426,480
1162,430,480
1163,430,480
1164,421,480
1165,424,480
1166,427,480
1167,420,480
1168,422,480
1169,432,480
1170,427,480
1171,427,480
1172,437,480
1173,423,480
1174,427,480
1175,431,480
1176,432,480
1177,422,480
1178,428,480
1179,427,480
1180,416,480
1181,419,480
1182,419,480
1183,426,480
1184,433,480
1185,431,480
1186,420,480
1187,422,480
1188,426,480
1189,419,480
1190,429,480
1191,418,480
1192,417,480
1193,422,480
1194,419,480
1195,419,480
1196,423,480
1197,433,480
1198,421,480
1199,425,480
1200,430,480
1201,426,480
1202,420,480
1203,425,480
1204,433,480
1205,420,480
1206,425,480
1207,417,480
1208,426,480
1209,430,480
1210,430,480
1211,426,480
1212,428,480
1213,427,480
1214,419,480
1215,426,480
1216,432,480
1217,429,480
1218,421,480
1219,418,480
1220,423,480
1221,423,480
1222,419,480
1223,427,480
1224,419,480
1225,428,480
1226,422,480
1227,435,480
1228,424,480
1229,423,480
1230,419,480
1231,433,480
1232,431,480
1233,419,480
1234,422,480
1235,418,480
1236,424,480
1237,420,480
1238,423,480
1239,414,480
1240,422,480
1241,431,480
1242,424,480
1243,428,480
1244,422,480
1245,425,480
1246,432,480
1247,423,480
1248,417,480
1249,422,480
1250,424,480
1251,425,480
1252,432,480
1253,427,480
1254,433,480
1255,432,480
1256,442,480
1257,427,480
1258,423,480
1259,424,480
1260,424,480
1261,420,480
1262,421,480
1263,434,480
1264,418,480
1265,418,480
1266,420,480
1267,418,480
1268,429,480
1269,429,480
1270,425,480
1271,430,480
1272,427,480
1273,421,480
1274,416,480
1275,422,480
1276,426,480
1277,422,480
1278,422,480
1279,436,480
1280,429,480
1281,424,480
1282,425,480
1283,424,480
1284,426,480
1285,424,480
1286,427,480
1287,439,480
1288,432,480
1289,425,480
1290,427,480
1291,423,480
1292,433,480
1293,428,480
1294,424,480
1295,429,480
1296,428,480
1297,426,480
1298,423,480
1299,430,480
1300,425,480
1301,423,480
1302,421,480
1303,424,480
1304,424,480
1305,440,480
1306,424,480
1307,429,480
1308,435,480
1309,430,480
1310,432,480
1311,414,480
1312,423,480
1313,429,480
1314,425,480
1315,421,480
1316,426,480
1317,421,480
1318,434,480
1319,412,480
1320,429,480
1321,431,480
1322,428,480
1323,427,480
1324,428,480
1325,426,480
1326,425,480
1327,432,480
1328,427,480
1329,427,480
1330,428,480
1331,425,480
1332,427,480
1333,438,480
1334,425,480
1335,420,480
1336,430,480
1337,419,480
1338,426,480
1339,424,480
1340,435,480
1341,420,480
1342,425,480
1343,432,480
1344,426,480
1345,428,480
1346,417,480
1347,430,480
1348,437,480
1349,429,480
1350,429,480
1351,425,480
1352,422,480
1353,427,480
1354,418,480
1355,427,480
1356,420,480
1357,425,480
1358,427,480
1359,425,480
1360,419,480
1361,428,480
1362,424,480
1363,420,480
1364,429,480
1365,426,480
1366,427,480
1367,423,480
1368,424,480
1369,414,480
1370,414,480
1371,414,480
1372,424,480
1373,426,480
1374,426,480
1375,430,480
1376,422,480
1377,432,480
1378,424,480
1379,428,480
1380,434,480
1381,436,480
1382,422,480
1383,437,480
1384,421,480
1385,432,480
1386,424,480
1387,424,480
1388,421,480
1389,427,480
1390,431,480
1391,431,480
1392,429,480
1393,420,480
1394,428,480
1395,433,480
1396,427,480
1397,419,480
1398,424,480
1399,430,480
1400,424,480
1401,432,480
1402,428,480
1403,424,480
1404,434,480
1405,417,480
1406,433,480
1407,428,480
1408,430,480
1409,427,480
1410,423,480
1411,417,480
1412,427,480
1413,424,480
1414,422,480
1415,428,480
1416,423,480
1417,415,480
1418,423,480
1419,429,480
1420,416,480
1421,420,480
1422,424,480
1423,428,480
1424,421,480
1425,427,480
1426,423,480
1427,415,480
1428,424,480
1429,420,480
1430,415,480
1431,425,480
1432,427,480
1433,415,480
1434,435,480
1435,429,480
1436,431,480
1437,432,480
1438,423,480
1439,423,480
1440,422,480
1441,426,480
1442,425,480
1443,425,480
1444,426,480
1445,426,480
1446,423,480
1447,429,480
1448,438,480
1449,428,480
1450,432,480
1451,430,480
1452,428,480
1453,429,480
1454,428,480
1455,424,480
1456,424,480
1457,429,480
1458,434,480
1459,427,480
1460,427,480
1461,429,480
1462,420,480
1463,435,480
1464,418,480
1465,432,480
1466,423,480
1467,424,480
1468,432,480
1469,429,480
1470,428,480
1471,424,480
1472,423,480
1473,425,480
1474,429,480
1475,428,480
1476,421,480
1477,425,480
1478,429,480
1479,425,480
1480,417,480
1481,424,480
1482,420,480
1483,427,480
1484,431,480
1485,436,480
1486,436,480
1487,429,480
1488,429,480
1489,427,480
1490,413,480
1491,428,480
1492,425,480
1493,423,480
1494,424,480
1495,429,480
1496,423,480
1497,432,480
1498,425,480
1499,419,480
1500,432,480
1501,430,480
1502,419,480
1503,428,480
1504,426,480
1505,429,480
1506,425,480
1507,431,480
1508,431,480
1509,419,480
1510,431,480
1511,418,480
1512,426,480
1513,429,480
1514,418,480
1515,428,480
1516,429,480
1517,427,480
1518,422,480
1519,420,480
1520,418,480
1521,429,480
1522,427,480
1523,429,480
1524,426,480
1525,423,480
1526,428,480
1527,424,480
1528,423,480
1529,420,480
1530,429,480
1531,421,480
1532,426,480
1533,422,480
1534,424,480
1535,433,480
1536,424,480
1537,418,480
1538,424,480
1539,421,480
1540,441,480
1541,430,480
1542,424,480
1543,422,480
1544,417,480
1545,427,480
1546,425,480
1547,425,480
1548,434,480
1549,427,480
1550,427,480
1551,427,480
1552,428,480
1553,427,480
1554,428,480
1555,422,480
1556,422,480
1557,423,480
1558,431,480
1559,431,480
1560,429,480
1561,433,480
1562,432,480
1563,427,480
1564,424,480
1565,435,480
1566,426,480
1567,417,480
1568,429,480
1569,432,480
1570,418,480
1571,431,480
1572,422,480
1573,429,480
1574,419,480
1575,432,480
1576,424,480
1577,417,480
1578,424,480
1579,435,480
1580,427,480
1581,428,480
1582,427,480
1583,418,480
1584,419,480
1585,420,480
1586,426,480
1587,423,480
1588,428,480
1589,426,480
1590,431,480
1591,430,480
1592,428,480
1593,413,480
1594,420,480
1595,421,480
1596,422,480
1597,422,480
1598,429,480
1599,426,480
1600,431,480
1601,421,480
1602,425,480
1603,431,480
1604,433,480
1605,424,480
1606,429,480
1607,423,480
1608,432,480
1609,430,480
1610,418,480
1611,420,480
1612,428,480
1613,422,480
1614,426,480
1615,432,480
1616,420,480
1617,433,480
1618,432,480
1619,432,480
1620,437,480
1621,433,480
1622,426,480
1623,437,480
1624,423,480
1625,427,480
1626,426,480
1627,418,480
1628,432,480
1629,423,480
1630,427,480
1631,425,480
1632,427,480
1633,427,480
1634,432,480
1635,421,480
1636,423,480
1637,431,480
1638,432,480
1639,437,480
1640,427,480
1641,425,480
1642,425,480
1643,431,480
1644,439,480
1645,426,480
1646,428,480
1647,423,480
1648,428,480
1649,432,480
1650,428,480
1651,425,480
1652,427,480
1653,428,480
1654,418,480
1655,426,480
1656,431,480
1657,422,480
1658,437,480
1659,426,480
1660,426,480
1661,422,480
1662,425,480
1663,426,480
1664,431,480
1665,433,480
1666,421,480
1667,422,480
1668,423,480
1669,439,480
1670,428,480
1671,436,480
1672,428,480
1673,421,480
1674,428,480
1675,426,480
1676,428,480
1677,426,480
1678,427,480
1679,431,480
1680,433,480
1681,421,480
1682,422,480
1683,426,480
1684,423,480
1685,430,480
1686,432,480
1687,416,480
1688,431,480
1689,434,480
1690,421,480
1691,422,480
1692,431,480
1693,427,480
1694,423,480
1695,424,480
1696,426,480
1697,422,480
1698,418,480
1699,418,480
1700,432,480
1701,425,480
1702,416,480
1703,433,480
1704,434,480
1705,432,480
1706,433,480
1707,426,480
1708,418,480
1709,424,480
1710,428,480
1711,427,480
1712,428,480
1713,430,480
1714,430,480
1715,420,480
1716,433,480
1717,417,480
1718,432,480
1719,427,480
1720,431,480
1721,430,480
1722,423,480
1723,432,480
1724,423,480
1725,427,480
1726,426,480
1727,426,480
1728,430,480
1729,429,480
1730,417,480
1731,427,480
1732,425,480
1733,425,480
1734,425,480
1735,431,480
1736,434,480
1737,416,480
1738,421,480
1739,434,480
1740,422,480
1741,425,480
1742,428,480
1743,430,480
1744,422,480
1745,433,480
1746,422,480
1747,425,480
1748,428,480
1749,428,480
1750,431,480
1751,425,480
1752,430,480
1753,433,480
1754,414,480
1755,428,480
1756,423,480
1757,422,480
1758,423,480
1759,423,480
1760,425,480
1761,432,480
1762,421,480
1763,430,480
1764,428,480
1765,427,480
1766,422,480
1767,433,480
1768,427,480
1769,424,480
1770,421,480
1771,420,480
1772,426,480
1773,430,480
1774,415,480
1775,421,480
1776,437,480
1777,428,480
1778,437,480
1779,425,480
1780,428,480
1781,439,480
1782,424,480
1783,429,480
1784,420,480
1785,424,480
1786,428,480
1787,419,480
1788,426,480
1789,421,480
1790,416,480
1791,418,480
1792,438,480
1793,434,480
1794,422,480
1795,426,480
1796,430,480
1797,427,480
1798,423,480
1799,432,480
1800,430,480
1801,423,480
1802,432,480
1803,423,480
1804,425,480
1805,431,480
1806,433,480
1807,430,480
1808,426,480
1809,420,480
1810,425,480
1811,426,480
1812,425,480
1813,429,480
1814,438,480
1815,433,480
1816,424,480
1817,428,480
1818,415,480
1819,422,480
1820,420,480
1821,424,480
1822,426,480
1823,424,480
1824,423,480
1825,426,480
1826,431,480
1827,429,480
1828,427,480
1829,423,480
1830,427,480
1831,437,480
1832,429,480
1833,434,480
1834,432,480
1835,435,480
1836,420,480
1837,426,480
1838,426,480
1839,423,480
1840,434,480
1841,432,480
1842,432,480
1843,414,480
1844,427,480
1845,425,480
1846,428,480
1847,434,480
1848,431,480
1849,433,480
1850,435,480
1851,428,480
1852,430,480
1853,434,480
1854,424,480
1855,431,480
1856,427,480
1857,430,480
1858,423,480
1859,427,480
1860,423,480
1861,433,480
1862,430,480
1863,420,480
1864,428,480
1865,418,480
1866,428,480
1867,421,480
1868,437,480
1869,425,480
1870,430,480
1871,432,480
1872,425,480
1873,436,480
1874,423,480
1875,429,480
1876,434,480
1877,424,480
1878,426,480
1879,431,480
1880,427,480
1881,425,480
1882,437,480
1883,427,480
1884,424,480
1885,426,480
1886,425,480
1887,433,480
1888,428,480
1889,423,480
1890,419,480
1891,431,480
1892,429,480
1893,429,480
1894,421,480
1895,423,480
1896,416,480
1897,432,480
1898,427,480
1899,421,480
1900,423,480
1901,435,480
1902,430,480
1903,421,480
1904,431,480
1905,433,480
1906,431,480
1907,430,480
1908,426,480
1909,429,480
1910,432,480
1911,428,480
1912,433,480
1913,431,480
1914,426,480
1915,427,480
1916,428,480
1917,424,480
1918,422,480
1919,416,480
1920,430,480
1921,431,480
1922,421,480
1923,430,480
1924,422,480
1925,431,480
1926,440,480
1927,420,480
1928,426,480
1929,429,480
1930,426,480
1931,429,480
1932,424,480
1933,432,480
1934,424,480
1935,421,480
1936,422,480
1937,424,480
1938,427,480
1939,414,480
1940,427,480
1941,428,480
1942,429,480
1943,425,480
1944,433,480
1945,436,480
1946,440,480
1947,420,480
1948,426,480
1949,426,480
1950,423,480
1951,425,480
1952,418,480
1953,426,480
1954,428,480
1955,424,480
1956,420,480
1957,432,480
1958,427,480
1959,427,480
1960,441,480
1961,428,480
1962,426,480
1963,432,480
1964,425,480
1965,429,480
1966,426,480
1967,432,480
1968,425,480
1969,430,480
1970,430,480
1971,420,480
1972,428,480
1973,419,480
1974,431,480
1975,430,480
1976,423,480
1977,427,480
1978,431,480
1979,430,480
1980,423,480
1981,426,480
1982,427,480
1983,424,480
1984,424,480
1985,415,480
1986,425,480
1987,433,480
1988,437,480
1989,427,480
1990,426,480
1991,428,480
1992,431,480
1993,421,480
1994,419,480
1995,427,480
1996,432,480
1997,432,480
1998,425,480
1999,428,480
2000,424,480
2001,425,480
2002,429,480
2003,428,480
2004,429,480
2005,432,480
2006,425,480
2007,416,480
2008,423,480
2009,424,480
2010,425,480
2011,427,480
2012,425,480
2013,428,480
2014,416,480
2015,430,480
2016,424,480
2017,427,480
2018,420,480
2019,437,480
2020,428,480
2021,414,480
2022,422,480
2023,424,480
2024,432,480
2025,424,480
2026,431,480
2027,422,480
2028,429,480
2029,425,480
2030,424,480
2031,435,480
2032,425,480
2033,433,480
2034,434,480
2035,430,480
2036,421,480
2037,421,480
2038,425,480
2039,427,480
2040,424,480
2041,421,480
2042,430,480
2043,421,480
2044,434,480
2045,425,480
2046,428,480
2047,424,480
