step,position,velocity,action,reward
0,-0.405171,0.000000,0,-1.019363
1,-0.407041,-0.001870,0,-1.037708
2,-0.410767,-0.003726,0,-1.054039
3,-0.416323,-0.005556,0,-1.067406
4,-0.423670,-0.007347,0,-1.076933
5,-0.432755,-0.009085,0,-1.081843
6,-0.443514,-0.010758,0,-1.081494
7,-0.455867,-0.012353,0,-1.075408
8,-0.469724,-0.013858,0,-1.063303
9,-0.484984,-0.015260,0,-1.045121
10,-0.501533,-0.016549,0,-1.021050
11,-0.519248,-0.017714,0,-0.991528
12,-0.537994,-0.018747,0,-0.957243
13,-0.557633,-0.019639,0,-0.919113
14,-0.578018,-0.020384,0,-0.878247
15,-0.598995,-0.020978,0,-0.835896
16,-0.620413,-0.021417,0,-0.793393
17,-0.642114,-0.021701,0,-0.752083
18,-0.663945,-0.021831,0,-0.713256
19,-0.685754,-0.021809,0,-0.678081
20,-0.707394,-0.021640,0,-0.647559
21,-0.728725,-0.021331,0,-0.622478
22,-0.749613,-0.020888,0,-0.603399
23,-0.769932,-0.020319,0,-0.590644
24,-0.789568,-0.019636,0,-0.584311
25,-0.808413,-0.018846,0,-0.584295
26,-0.826374,-0.017960,0,-0.590323
27,-0.843363,-0.016989,0,-0.601989
28,-0.859305,-0.015942,0,-0.618794
29,-0.874134,-0.014829,0,-0.640181
30,-0.887792,-0.013658,0,-0.665572
31,-0.900231,-0.012439,0,-0.694390
32,-0.911409,-0.011178,0,-0.726086
33,-0.921291,-0.009882,0,-0.760149
34,-0.929850,-0.008559,0,-0.796118
35,-0.937062,-0.007212,0,-0.833580
36,-0.942909,-0.005847,0,-0.872177
37,-0.947378,-0.004469,0,-0.911592
38,-0.950458,-0.003080,0,-0.951545
39,-0.952142,-0.001684,0,-0.991784
40,-0.952427,-0.000285,0,-1.032070
41,-0.951313,0.001114,0,-1.072169
42,-0.948802,0.002512,0,-1.111836
43,-0.944898,0.003903,0,-1.150801
44,-0.939612,0.005287,0,-1.188767
45,-0.932954,0.006658,0,-1.225392
