ratio_literal_point_pct,ratio_literal_ci_lo_pct,ratio_literal_ci_hi_pct,ratio_signed_point_pct,ratio_signed_ci_lo_pct,ratio_signed_ci_hi_pct,diff_point,diff_ci_lo,diff_ci_hi,prob_ratio_signed_ge_90,alpha_result,meets_90pct_target,ci_level,n_resamples,n_episodes
35.47521622655911,26.98607866841468,45.14255149633817,35.475216226559105,26.986078668414677,45.14255149633817,-830.026520739,-996.3817518232752,-657.9550656476252,0.0,1.0,False,0.95,10000,100
