4.80e+02,-1.45e+00,5.78e+01,5.78e+01,1.69e+02,1.20e+01,9.00e+00,5.78e+01
9.60e+02,7.70e+00,8.76e+01,8.76e+01,1.34e+02,1.20e+01,7.00e+00,8.76e+01
1.44e+03,3.32e+01,1.55e+02,1.55e+02,3.53e+02,1.20e+01,6.00e+00,1.55e+02
1.92e+03,6.65e+01,1.89e+02,1.89e+02,3.55e+02,1.20e+01,5.00e+00,1.89e+02
2.40e+03,6.80e+01,2.26e+02,2.26e+02,4.83e+02,1.20e+01,5.00e+00,2.26e+02
2.88e+03,1.41e+02,3.29e+02,3.29e+02,5.92e+02,1.30e+01,8.00e+00,3.29e+02
3.36e+03,1.70e+02,4.32e+02,4.32e+02,7.22e+02,1.30e+01,8.00e+00,4.32e+02
3.84e+03,1.97e+02,4.64e+02,4.64e+02,7.44e+02,1.30e+01,9.00e+00,4.64e+02
4.32e+03,2.77e+02,5.14e+02,5.14e+02,7.56e+02,1.50e+01,1.00e+01,5.14e+02
4.80e+03,3.43e+02,5.52e+02,5.52e+02,7.13e+02,1.40e+01,9.00e+00,5.52e+02
5.28e+03,3.97e+02,6.47e+02,6.47e+02,1.07e+03,1.50e+01,1.10e+01,6.47e+02
5.76e+03,4.09e+02,7.29e+02,7.29e+02,1.16e+03,1.50e+01,1.10e+01,7.29e+02
6.24e+03,3.92e+02,8.56e+02,8.56e+02,1.32e+03,1.50e+01,1.00e+01,8.56e+02
6.72e+03,6.58e+02,9.32e+02,9.32e+02,1.18e+03,1.80e+01,1.30e+01,9.32e+02
7.20e+03,7.07e+02,9.51e+02,9.51e+02,1.40e+03,1.80e+01,1.30e+01,9.51e+02
7.68e+03,7.43e+02,9.89e+02,9.89e+02,1.36e+03,1.80e+01,1.30e+01,9.89e+02
8.16e+03,7.66e+02,1.02e+03,1.02e+03,1.33e+03,1.80e+01,1.40e+01,1.02e+03
8.64e+03,7.72e+02,1.01e+03,1.02e+03,1.33e+03,1.80e+01,1.40e+01,1.02e+03
9.12e+03,8.06e+02,1.05e+03,1.05e+03,1.37e+03,1.80e+01,1.40e+01,1.05e+03
9.60e+03,8.27e+02,1.12e+03,1.12e+03,1.37e+03,1.90e+01,1.50e+01,1.12e+03
1.01e+04,8.42e+02,1.14e+03,1.14e+03,1.48e+03,1.80e+01,1.30e+01,1.14e+03
