step,cos_th1,sin_th1,cos_th2,sin_th2,dth1,dth2,action,reward
0,0.996401,0.084759,0.999931,0.011729,-0.063074,0.073418,1.000000,-1.003259
1,0.998774,0.049503,0.997798,0.066319,-0.281127,0.457474,1.000000,-0.944582
2,0.999763,-0.021779,0.982995,0.183630,-0.413426,0.693374,1.000000,-0.833261
3,0.994258,-0.107006,0.946493,0.322724,-0.419214,0.708229,1.000000,-0.769572
4,0.983674,-0.179962,0.898996,0.437957,-0.300435,0.509020,1.000000,-0.837858
5,0.975553,-0.219764,0.866538,0.499111,-0.096669,0.168518,1.000000,-1.011374
6,0.976380,-0.216060,0.868945,0.494908,0.133524,-0.215366,-1.000000,-1.316433
7,0.989475,-0.144705,0.930804,0.365520,0.576291,-1.192682,-1.000000,-1.346715
8,0.999998,0.001896,0.998164,0.060570,0.855907,-1.868102,-1.000000,-0.740979
9,0.984345,0.176253,0.944885,-0.327401,0.845201,-1.970183,-1.000000,-0.098983
10,0.949109,0.314946,0.772058,-0.635552,0.550955,-1.510591,-1.000000,-0.062460
11,0.925798,0.378019,0.607186,-0.794560,0.109838,-0.758199,-1.000000,-0.583058
12,0.934685,0.355477,0.551357,-0.834270,-0.345285,0.074023,-1.000000,-1.250538
13,0.967596,0.252503,0.627869,-0.778319,-0.715053,0.854923,1.000000,-1.889647
14,0.997888,0.064952,0.828057,-0.560643,-1.154142,2.068470,1.000000,-1.818129
15,0.982503,-0.186245,0.995325,-0.096585,-1.305020,2.792854,1.000000,-0.679574
16,0.910936,-0.412548,0.896707,0.442624,-1.000768,2.612554,1.000000,0.221656
17,0.844917,-0.534898,0.619455,0.785032,-0.358632,1.765082,1.000000,0.105695
18,0.845291,-0.534306,0.407449,0.913228,0.360756,0.705522,-1.000000,-0.915458
19,0.918084,-0.396386,0.427896,0.903828,1.166080,-0.919628,-1.000000,-2.035461
20,0.993506,-0.113784,0.702861,0.711328,1.720485,-2.409434,-1.000000,-1.928424
21,0.967552,0.252670,0.980049,0.198756,1.890921,-3.352252,-1.000000,-0.507066
22,0.825282,0.564721,0.893427,-0.449208,1.457646,-3.114534,-1.000000,0.424139
23,0.690531,0.723302,0.547561,-0.836766,0.587156,-2.075517,-1.000000,0.001980
24,0.676228,0.736692,0.281910,-0.959441,-0.389743,-0.847866,1.000000,-1.344822
25,0.801663,0.597776,0.293108,-0.956079,-1.448294,0.968573,1.000000,-2.641346
26,0.964365,0.264577,0.623228,-0.782041,-2.224555,2.758237,1.000000,-2.151308
27,0.976108,-0.217287,0.979001,-0.203854,-2.537059,3.977110,1.000000,0.228625
28,0.770892,-0.636966,0.837570,0.546330,-2.050970,3.602319,1.000000,1.428033
29,0.536502,-0.843899,0.384211,0.923245,-1.046364,2.338891,-1.000000,0.235989
30,0.468693,-0.883361,0.109756,0.993959,0.256949,0.520245,1.000000,-1.771060
31,0.602113,-0.798411,0.136552,0.990633,1.306576,-0.808018,-1.000000,-3.419598
32,0.850116,-0.526595,0.474836,0.880074,2.350458,-2.786562,-1.000000,-3.310320
33,0.999960,-0.008943,0.945420,0.325853,3.005128,-4.493646,-1.000000,0.127685
34,0.835496,0.549497,0.833341,-0.552759,2.730977,-4.322330,-1.000000,2.617223
35,0.510687,0.859767,0.260366,-0.965510,1.744145,-2.844270,-1.000000,1.821248
36,0.296924,0.954901,-0.160828,-0.986982,0.588570,-1.435506,-1.000000,-0.202624
37,0.297910,0.954594,-0.312002,-0.950081,-0.595899,-0.119216,1.000000,-2.725025
38,0.522749,0.852487,-0.154239,-0.988034,-1.854749,1.783142,1.000000,-4.910127
39,0.857670,0.514200,0.405397,-0.914141,-2.912330,3.984478,1.000000,-3.821775
40,0.992880,-0.119119,0.989210,-0.146501,-3.542528,5.799773,1.000000,1.641912
41,0.708160,-0.706052,0.576871,0.816835,-2.917885,4.834916,1.000000,3.981897
42,0.311903,-0.950114,-0.169891,0.985463,-1.754997,3.064979,1.000000,2.583773
43,0.089050,-0.996027,-0.594709,0.803941,-0.519871,1.638939,1.000000,0.394728
44,0.109164,-0.994024,-0.739671,0.672969,0.717310,0.312542,1.000000,-1.963185
45,0.363021,-0.931781,-0.684605,0.728914,1.880481,-1.127117,-1.000000,-4.422211
46,0.756454,-0.654047,-0.318095,0.948059,2.923264,-3.229440,-1.000000,-5.391469
47,0.998477,-0.055165,0.530625,0.847607,3.602370,-5.609351,-1.000000,-2.119730
48,0.774085,0.633081,0.965050,-0.262064,3.576432,-6.614441,-1.000000,3.087777
49,0.287928,0.957652,0.152210,-0.988348,2.261971,-4.768261,-1.000000,3.776136
50,-0.015915,0.999873,-0.590199,-0.807258,0.825037,-3.153236,-1.000000,2.732249
51,-0.043025,0.999074,-0.901859,-0.432031,-0.535997,-1.780770,1.000000,0.592170
52,0.201234,0.979543,-0.963871,-0.266370,-1.899247,0.016816,1.000000,-2.329774
