step,cos_th1,sin_th1,cos_th2,sin_th2,dth1,dth2,action,reward
0,0.999017,0.044318,0.999290,-0.037668,0.096698,-0.093107,-1.000000,-0.984952
1,0.997556,0.069878,0.996693,-0.081254,0.152644,-0.331798,-1.000000,-0.954027
2,0.994801,0.101834,0.986615,-0.163067,0.158918,-0.473375,-1.000000,-0.899642
3,0.991610,0.129267,0.965865,-0.259045,0.108642,-0.487995,-1.000000,-0.853560
4,0.989872,0.141965,0.939046,-0.343790,0.014483,-0.384793,-1.000000,-0.848247
5,0.990993,0.133911,0.916837,-0.399263,-0.095490,-0.204892,1.000000,-1.034031
6,0.996807,0.079845,0.934113,-0.356977,-0.436140,0.647094,1.000000,-1.238113
7,0.999482,-0.032191,0.986545,-0.163491,-0.657728,1.312529,1.000000,-1.048393
8,0.985726,-0.168355,0.991098,0.133132,-0.673471,1.589177,1.000000,-0.626275
9,0.959492,-0.281736,0.905092,0.425215,-0.457561,1.398097,1.000000,-0.410454
10,0.942184,-0.335095,0.783796,0.621019,-0.088845,0.872907,1.000000,-0.567839
11,0.949532,-0.313671,0.711520,0.702666,0.310503,0.209723,-1.000000,-1.152390
12,0.980186,-0.198079,0.769292,0.638897,0.861868,-1.050047,-1.000000,-1.651016
13,0.999924,0.012350,0.930558,0.366144,1.211442,-2.064476,-1.000000,-1.255391
14,0.965935,0.258785,0.995842,-0.091097,1.215041,-2.467218,-1.000000,-0.364267
15,0.891619,0.452786,0.849013,-0.528372,0.809376,-2.077729,-1.000000,-0.029852
16,0.842312,0.538991,0.628262,-0.778001,0.163913,-1.227630,-1.000000,-0.452718
17,0.861089,0.508454,0.507339,-0.861746,-0.513317,-0.236747,1.000000,-1.405141
18,0.939016,0.343873,0.598682,-0.800987,-1.275979,1.318909,1.000000,-2.075879
19,0.999172,0.040686,0.865369,-0.501135,-1.770176,2.648308,1.000000,-1.325909
20,0.947493,-0.319776,0.997028,0.077037,-1.795224,3.187732,1.000000,0.130700
21,0.804316,-0.594202,0.783596,0.621271,-1.234535,2.601557,1.000000,0.468522
22,0.697538,-0.716548,0.466943,0.884287,-0.366482,1.509863,1.000000,-0.372597
23,0.711090,-0.703101,0.297982,0.954571,0.550443,0.314267,-1.000000,-1.821440
24,0.843330,-0.537396,0.405095,0.914275,1.538552,-1.461419,-1.000000,-2.821990
25,0.983382,-0.181550,0.772702,0.634769,2.249711,-3.145785,-1.000000,-1.670894
26,0.956250,0.292552,0.998821,-0.048549,2.420557,-3.974363,-1.000000,0.814265
27,0.745859,0.666104,0.705641,-0.708570,1.795638,-3.221131,-1.000000,1.442492
28,0.548367,0.836238,0.264604,-0.964357,0.789671,-1.918053,-1.000000,0.238465
29,0.506313,0.862350,0.014781,-0.999891,-0.294835,-0.612109,1.000000,-1.818151
30,0.652546,0.757749,0.076286,-0.997086,-1.479213,1.246220,1.000000,-3.709572
31,0.894903,0.446260,0.499995,-0.866028,-2.449171,3.237159,1.000000,-3.176352
32,0.995595,-0.093760,0.975705,-0.219089,-3.000852,4.817758,1.000000,0.619268
33,0.786385,-0.617737,0.747354,0.664426,-2.554415,4.316509,1.000000,2.743103
34,0.475336,-0.879804,0.132101,0.991236,-1.500555,2.782044,1.000000,1.738058
