9.60e+01,-5.00e+02,-5.00e+02,-5.00e+02,-4.99e+02,1.60e+01,2.90e+01
1.92e+02,-5.00e+02,-5.00e+02,-5.00e+02,-4.99e+02,1.60e+01,3.10e+01
2.88e+02,-5.00e+02,-4.86e+02,-4.86e+02,-4.14e+02,1.60e+01,3.10e+01
3.84e+02,-4.99e+02,-4.65e+02,-4.65e+02,-2.92e+02,1.60e+01,3.10e+01
4.80e+02,-4.90e+02,-4.29e+02,-4.29e+02,-7.52e+01,1.60e+01,2.70e+01
5.76e+02,-4.35e+02,-3.88e+02,-3.88e+02,-4.49e+01,1.70e+01,3.20e+01
6.72e+02,-4.32e+02,-3.50e+02,-3.50e+02,-4.94e+01,1.60e+01,3.20e+01
7.68e+02,-3.59e+02,-1.33e+02,-1.33e+02,-4.22e+01,1.60e+01,3.10e+01
8.64e+02,-3.61e+02,-1.24e+02,-1.24e+02,-4.31e+01,1.70e+01,3.20e+01
9.60e+02,-1.36e+02,-1.24e+02,-1.24e+02,-4.38e+01,1.80e+01,3.30e+01
1.06e+03,-3.50e+02,-1.23e+02,-1.23e+02,-4.28e+01,1.70e+01,3.20e+01
1.15e+03,-1.31e+02,-1.23e+02,-1.23e+02,-4.30e+01,1.80e+01,3.30e+01
1.25e+03,-1.30e+02,-1.21e+02,-1.21e+02,-4.17e+01,1.80e+01,3.40e+01
1.34e+03,-1.29e+02,-1.24e+02,-1.21e+02,-4.17e+01,1.80e+01,3.40e+01
1.44e+03,-1.30e+02,-1.21e+02,-1.21e+02,-4.17e+01,1.80e+01,3.40e+01
1.54e+03,-1.30e+02,-1.22e+02,-1.21e+02,-4.17e+01,1.90e+01,3.50e+01
1.63e+03,-1.28e+02,-1.20e+02,-1.20e+02,-4.04e+01,1.90e+01,3.50e+01
