9.60e+01,-5.00e+02,-5.00e+02,-5.00e+02,-4.99e+02,1.60e+01,1.80e+01
1.92e+02,-5.00e+02,-5.00e+02,-5.00e+02,-4.99e+02,1.60e+01,1.30e+01
2.88e+02,-5.00e+02,-4.52e+02,-4.52e+02,-2.10e+02,1.60e+01,1.20e+01
3.84e+02,-5.00e+02,-4.34e+02,-4.34e+02,-1.04e+02,1.60e+01,1.20e+01
4.80e+02,-4.39e+02,-4.33e+02,-4.33e+02,-1.02e+02,1.60e+01,1.30e+01
5.76e+02,-4.52e+02,-4.34e+02,-4.33e+02,-1.02e+02,1.60e+01,1.30e+01
6.72e+02,-4.40e+02,-4.34e+02,-4.33e+02,-1.02e+02,1.60e+01,1.30e+01
7.68e+02,-4.45e+02,-4.34e+02,-4.33e+02,-1.02e+02,1.70e+01,1.40e+01
8.64e+02,-4.39e+02,-4.32e+02,-4.32e+02,-9.53e+01,1.70e+01,1.40e+01
9.60e+02,-4.39e+02,-4.33e+02,-4.32e+02,-9.53e+01,1.60e+01,1.30e+01
1.06e+03,-4.39e+02,-4.32e+02,-4.32e+02,-9.53e+01,1.70e+01,1.50e+01
1.15e+03,-4.40e+02,-4.32e+02,-4.32e+02,-9.14e+01,1.70e+01,1.40e+01
1.25e+03,-4.38e+02,-4.32e+02,-4.32e+02,-9.14e+01,1.70e+01,1.40e+01
1.34e+03,-4.38e+02,-4.32e+02,-4.32e+02,-9.14e+01,1.70e+01,1.40e+01
1.44e+03,-4.38e+02,-4.31e+02,-4.31e+02,-8.98e+01,1.70e+01,1.50e+01
1.54e+03,-4.39e+02,-3.76e+02,-3.76e+02,-1.19e+02,1.70e+01,1.40e+01
1.63e+03,-4.36e+02,-3.74e+02,-3.74e+02,-1.15e+02,1.60e+01,1.30e+01
