9.60e+01,-5.00e+02,-5.00e+02,-5.00e+02,-5.00e+02,1.60e+01,2.05e+01
1.92e+02,-5.00e+02,-4.52e+02,-4.52e+02,-2.15e+02,1.60e+01,2.00e+01
2.88e+02,-5.00e+02,-4.46e+02,-4.46e+02,-1.74e+02,1.60e+01,1.70e+01
3.84e+02,-4.52e+02,-4.43e+02,-4.43e+02,-1.56e+02,1.60e+01,2.00e+01
4.80e+02,-4.80e+02,-4.43e+02,-4.43e+02,-1.56e+02,1.60e+01,1.80e+01
5.76e+02,-4.80e+02,-4.40e+02,-4.40e+02,-1.39e+02,1.60e+01,1.95e+01
6.72e+02,-4.43e+02,-4.40e+02,-4.40e+02,-1.39e+02,1.60e+01,2.00e+01
7.68e+02,-4.40e+02,-4.36e+02,-4.36e+02,-1.14e+02,1.60e+01,2.00e+01
8.64e+02,-4.40e+02,-4.34e+02,-4.34e+02,-1.04e+02,1.60e+01,2.10e+01
9.60e+02,-4.36e+02,-3.60e+02,-3.60e+02,-8.00e+01,1.60e+01,2.10e+01
1.06e+03,-4.34e+02,-3.56e+02,-3.56e+02,-5.33e+01,1.60e+01,2.10e+01
1.15e+03,-3.60e+02,-3.55e+02,-3.55e+02,-5.47e+01,1.60e+01,2.10e+01
1.25e+03,-3.56e+02,-3.52e+02,-3.52e+02,-3.93e+01,1.70e+01,2.20e+01
1.34e+03,-4.24e+02,-3.52e+02,-3.52e+02,-3.93e+01,1.70e+01,2.30e+01
1.44e+03,-3.52e+02,-2.87e+02,-2.87e+02,-6.67e+01,1.60e+01,2.10e+01
1.54e+03,-3.52e+02,-2.83e+02,-2.83e+02,-4.70e+01,1.60e+01,2.10e+01
1.63e+03,-2.85e+02,-2.72e+02,-2.72e+02,-7.02e+01,1.60e+01,2.10e+01
1.73e+03,-2.79e+02,-2.42e+02,-2.42e+02,-6.07e+01,1.60e+01,2.10e+01
1.82e+03,-2.79e+02,-2.42e+02,-2.42e+02,-6.07e+01,1.60e+01,2.10e+01
1.92e+03,-2.42e+02,-2.39e+02,-2.39e+02,-6.05e+01,1.60e+01,2.10e+01
2.02e+03,-2.79e+02,-1.38e+02,-1.38e+02,-4.72e+01,1.60e+01,2.10e+01
2.11e+03,-2.75e+02,-1.28e+02,-1.28e+02,-3.82e+01,1.70e+01,2.25e+01
2.21e+03,-1.38e+02,-1.28e+02,-1.28e+02,-3.82e+01,1.60e+01,2.10e+01
2.30e+03,-1.28e+02,-1.28e+02,-1.28e+02,-3.82e+01,1.70e+01,2.30e+01
2.40e+03,-1.31e+02,-1.28e+02,-1.28e+02,-3.82e+01,1.70e+01,2.30e+01
2.50e+03,-1.93e+02,-1.28e+02,-1.28e+02,-3.82e+01,1.60e+01,2.10e+01
2.59e+03,-1.35e+02,-1.28e+02,-1.28e+02,-3.82e+01,1.70e+01,2.30e+01
2.69e+03,-1.93e+02,-1.26e+02,-1.26e+02,-3.83e+01,1.70e+01,2.30e+01
2.78e+03,-1.93e+02,-1.25e+02,-1.25e+02,-3.91e+01,1.80e+01,2.30e+01
2.88e+03,-1.96e+02,-1.22e+02,-1.22e+02,-4.18e+01,1.80e+01,2.40e+01
2.98e+03,-1.25e+02,-1.22e+02,-1.22e+02,-4.12e+01,1.80e+01,2.50e+01
3.07e+03,-1.27e+02,-1.22e+02,-1.22e+02,-4.12e+01,1.90e+01,2.50e+01
3.17e+03,-1.22e+02,-1.22e+02,-1.22e+02,-4.12e+01,1.80e+01,2.50e+01
3.26e+03,-1.22e+02,-1.21e+02,-1.21e+02,-4.12e+01,1.80e+01,2.40e+01
3.36e+03,-1.93e+02,-1.21e+02,-1.21e+02,-4.12e+01,1.70e+01,2.40e+01
3.46e+03,-1.21e+02,-1.21e+02,-1.21e+02,-4.12e+01,1.80e+01,2.45e+01
3.55e+03,-1.93e+02,-1.21e+02,-1.21e+02,-4.10e+01,1.80e+01,2.50e+01
3.65e+03,-1.93e+02,-1.21e+02,-1.21e+02,-4.10e+01,1.80e+01,2.50e+01
3.74e+03,-1.44e+02,-1.21e+02,-1.21e+02,-4.10e+01,1.80e+01,2.60e+01
3.84e+03,-1.21e+02,-1.21e+02,-1.21e+02,-4.10e+01,1.80e+01,2.60e+01
3.94e+03,-1.23e+02,-1.21e+02,-1.21e+02,-4.10e+01,1.80e+01,2.60e+01
4.03e+03,-1.21e+02,-1.21e+02,-1.21e+02,-4.10e+01,1.80e+01,2.60e+01
4.13e+03,-1.23e+02,-1.21e+02,-1.21e+02,-4.10e+01,1.80e+01,2.50e+01
4.22e+03,-1.21e+02,-1.21e+02,-1.21e+02,-4.10e+01,1.80e+01,2.70e+01
4.32e+03,-1.21e+02,-1.19e+02,-1.19e+02,-4.12e+01,1.80e+01,2.60e+01
4.42e+03,-1.21e+02,-1.19e+02,-1.19e+02,-4.08e+01,1.70e+01,2.50e+01
4.51e+03,-1.21e+02,-1.19e+02,-1.19e+02,-4.03e+01,1.70e+01,2.50e+01
4.61e+03,-1.21e+02,-1.19e+02,-1.19e+02,-4.03e+01,1.70e+01,2.60e+01
4.70e+03,-1.21e+02,-1.19e+02,-1.19e+02,-4.03e+01,1.80e+01,2.80e+01
