9.60e+01,-5.00e+02,-5.00e+02,-5.00e+02,-4.99e+02,1.60e+01,2.10e+01
1.92e+02,-5.00e+02,-4.87e+02,-4.87e+02,-4.21e+02,1.60e+01,1.60e+01
2.88e+02,-5.00e+02,-4.62e+02,-4.62e+02,-2.73e+02,1.60e+01,1.70e+01
3.84e+02,-4.99e+02,-4.51e+02,-4.51e+02,-2.07e+02,1.60e+01,1.60e+01
4.80e+02,-4.58e+02,-4.52e+02,-4.51e+02,-2.07e+02,1.60e+01,2.10e+01
5.76e+02,-4.57e+02,-4.50e+02,-4.50e+02,-2.02e+02,1.60e+01,2.10e+01
6.72e+02,-4.57e+02,-4.49e+02,-4.49e+02,-1.94e+02,1.60e+01,2.10e+01
7.68e+02,-4.57e+02,-4.42e+02,-4.42e+02,-1.53e+02,1.60e+01,2.10e+01
8.64e+02,-4.50e+02,-4.40e+02,-4.40e+02,-1.40e+02,1.60e+01,2.20e+01
9.60e+02,-4.46e+02,-4.40e+02,-4.40e+02,-1.39e+02,1.70e+01,2.20e+01
1.06e+03,-4.45e+02,-4.39e+02,-4.39e+02,-1.36e+02,1.70e+01,2.30e+01
1.15e+03,-4.45e+02,-4.40e+02,-4.39e+02,-1.36e+02,1.70e+01,2.30e+01
1.25e+03,-4.43e+02,-4.39e+02,-4.39e+02,-1.33e+02,1.70e+01,2.30e+01
1.34e+03,-4.44e+02,-4.38e+02,-4.38e+02,-1.31e+02,1.70e+01,2.30e+01
1.44e+03,-4.44e+02,-4.33e+02,-4.33e+02,-2.39e+02,1.70e+01,2.30e+01
1.54e+03,-4.45e+02,-3.97e+02,-3.97e+02,-1.62e+02,1.70e+01,2.30e+01
1.63e+03,-4.44e+02,-3.88e+02,-3.88e+02,-1.58e+02,1.70e+01,2.30e+01
