step,position,velocity,action,reward
0,-0.513303,0.000000,0,-1.000946
1,-0.514380,-0.001077,0,-1.001573
2,-0.516527,-0.002146,0,-1.001576
3,-0.519726,-0.003199,0,-1.000669
4,-0.523954,-0.004228,0,-0.998604
5,-0.529180,-0.005226,0,-0.995173
6,-0.535364,-0.006184,0,-0.990224
7,-0.542460,-0.007096,0,-0.983664
8,-0.550414,-0.007954,0,-0.975463
9,-0.559167,-0.008753,0,-0.965665
10,-0.568655,-0.009487,0,-0.954379
11,-0.578805,-0.010150,0,-0.941783
12,-0.589543,-0.010738,0,-0.928118
13,-0.600790,-0.011247,0,-0.913678
14,-0.612463,-0.011673,0,-0.898802
15,-0.624477,-0.012014,0,-0.883859
16,-0.636746,-0.012269,0,-0.869237
17,-0.649183,-0.012437,0,-0.855325
18,-0.661700,-0.012517,0,-0.842502
19,-0.674211,-0.012511,0,-0.831121
20,-0.686630,-0.012419,0,-0.821499
21,-0.698875,-0.012245,0,-0.813904
22,-0.710864,-0.011990,0,-0.808553
23,-0.722522,-0.011658,0,-0.805605
24,-0.733775,-0.011253,0,-0.805158
25,-0.744555,-0.010779,0,-0.807253
26,-0.754795,-0.010241,0,-0.811876
27,-0.764438,-0.009642,0,-0.818963
28,-0.773427,-0.008989,0,-0.828406
29,-0.781713,-0.008286,0,-0.840058
30,-0.789251,-0.007538,0,-0.853745
31,-0.796001,-0.006750,0,-0.869264
32,-0.801928,-0.005927,0,-0.886397
33,-0.807001,-0.005074,0,-0.904913
34,-0.811196,-0.004195,0,-0.924570
35,-0.814492,-0.003296,0,-0.945123
36,-0.816873,-0.002381,0,-0.966320
37,-0.818327,-0.001454,0,-0.987911
38,-0.818848,-0.000521,0,-1.009643
39,-0.818433,0.000415,0,-1.031262
40,-0.817083,0.001349,0,-1.052516
41,-0.814806,0.002277,0,-1.073154
42,-0.811613,0.003193,0,-1.092925
43,-0.807518,0.004095,0,-1.111581
44,-0.802543,0.004976,0,-1.128882
45,-0.796710,0.005832,0,-1.144595
46,-0.790052,0.006659,0,-1.158498
47,-0.782601,0.007451,2,-1.211260
48,-0.772397,0.010204,2,-1.257237
49,-0.759495,0.012901,2,-1.294455
50,-0.743968,0.015527,2,-1.320944
51,-0.725907,0.018062,2,-1.334817
52,-0.705419,0.020487,2,-1.334388
53,-0.682635,0.022785,2,-1.318322
54,-0.657702,0.024933,2,-1.285796
55,-0.630791,0.026911,2,-1.236660
56,-0.602089,0.028702,2,-1.171567
57,-0.571804,0.030285,2,-1.092049
58,-0.540159,0.031645,2,-1.000519
59,-0.507390,0.032769,2,-0.900174
60,-0.473742,0.033648,2,-0.794818
61,-0.439467,0.034275,2,-0.688601
62,-0.404816,0.034651,2,-0.585714
63,-0.370037,0.034779,2,-0.490080
64,-0.335370,0.034667,2,-0.405070
65,-0.301041,0.034329,2,-0.333294
66,-0.267259,0.033782,2,-0.276477
67,-0.234216,0.033043,2,-0.235428
68,-0.202081,0.032135,2,-0.210101
69,-0.171000,0.031081,2,-0.199713
70,-0.141098,0.029903,2,-0.202920
71,-0.112474,0.028623,2,-0.217991
72,-0.085210,0.027264,2,-0.242990
73,-0.059365,0.025845,2,-0.275928
74,-0.034980,0.024385,2,-0.314886
75,-0.012081,0.022899,2,-0.358107
76,0.009319,0.021400,2,-0.404048
77,0.029220,0.019901,2,-0.451409
78,0.047631,0.018411,2,-0.499142
79,0.064567,0.016936,2,-0.546434
80,0.080050,0.015483,2,-0.592690
81,0.094105,0.014055,2,-0.637508
82,0.106759,0.012654,2,-0.680645
83,0.118040,0.011281,2,-0.721995
84,0.127976,0.009936,2,-0.761558
85,0.136594,0.008618,2,-0.799420
86,0.143919,0.007325,0,-0.889840
87,0.147974,0.004054,0,-0.978426
88,0.148771,0.000797,0,-1.066642
89,0.146312,-0.002458,0,-1.155988
90,0.140591,-0.005721,0,-1.247863
91,0.131589,-0.009002,0,-1.343440
92,0.119279,-0.012310,0,-1.443504
93,0.103627,-0.015652,0,-1.548273
94,0.084595,-0.019032,0,-1.657176
95,0.062144,-0.022452,0,-1.768610
96,0.036235,-0.025908,0,-1.879683
97,0.006842,-0.029394,0,-1.985983
98,-0.026051,-0.032893,0,-2.081425
99,-0.062437,-0.036385,0,-2.158265
100,-0.102279,-0.039842,0,-2.207362
101,-0.145504,-0.043225,0,-2.218790
102,-0.191994,-0.046491,0,-2.182848
103,-0.241581,-0.049587,0,-2.091445
104,-0.294040,-0.052459,0,-1.939701
105,-0.349088,-0.055048,0,-1.727506
106,-0.406385,-0.057298,0,-1.460627
107,-0.465544,-0.059159,0,-1.150994
108,-0.526136,-0.060592,0,-0.815906
109,-0.587709,-0.061573,0,-0.476161
110,-0.649803,-0.062095,0,-0.153430
111,-0.711974,-0.062171,0,0.132565
112,-0.773806,-0.061832,0,0.366440
113,-0.834933,-0.061127,0,0.538623
114,-0.895050,-0.060117,0,0.645707
115,-0.953923,-0.058873,0,0.689788
116,-1.011393,-0.057470,0,0.677097
117,-1.067377,-0.055984,0,0.616351
118,-1.121866,-0.054489,0,0.517161
119,-1.174917,-0.053051,0,-0.313321
120,-1.200000,0.000000,0,-1.033441
121,-1.198758,0.001242,0,-1.067176
122,-1.196270,0.002488,0,-1.101491
123,-1.192528,0.003742,0,-1.136661
124,-1.187520,0.005008,0,-1.172940
125,-1.181230,0.006290,0,-1.210549
126,-1.173640,0.007591,2,-1.306041
127,-1.162727,0.010913,2,-1.405465
128,-1.148463,0.014264,2,-1.509199
129,-1.130813,0.017650,2,-1.616908
130,-1.109742,0.021071,2,-1.727307
131,-1.085214,0.024528,2,-1.837913
132,-1.057203,0.028011,2,-1.944812
133,-1.025693,0.031510,2,-2.042487
134,-0.990688,0.035005,2,-2.123782
135,-0.952219,0.038469,2,-2.180093
136,-0.910350,0.041868,2,-2.201869
137,-0.865190,0.045161,2,-2.179493
138,-0.816893,0.048297,2,-2.104538
139,-0.765669,0.051224,2,-1.971285
140,-0.711785,0.053884,2,-1.778272
141,-0.655564,0.056221,2,-1.529526
142,-0.597378,0.058186,2,-1.235079
143,-0.537644,0.059734,2,-0.910499
144,-0.476804,0.060840,2,-0.575351
145,-0.415314,0.061490,2,-0.250815
146,-0.353622,0.061692,2,0.043056
147,-0.292151,0.061472,2,0.289823
148,-0.231279,0.060872,2,0.478387
149,-0.171329,0.059950,2,0.603653
150,-0.112556,0.058773,2,0.666156
151,-0.055142,0.057414,2,0.670913
152,0.000807,0.055948,2,0.625867
153,0.055255,0.054448,2,0.540296
154,0.108237,0.052983,2,0.423455
155,0.159851,0.051613,2,0.283588
156,0.210246,0.050395,2,0.127323
157,0.259622,0.049376,2,-0.040587
158,0.308219,0.048597,2,-0.217271
159,0.356311,0.048092,2,-0.401569
160,0.404200,0.047889,2,-0.593750
161,0.452212,0.048013,2,-0.795153
