step,cos_th1,sin_th1,cos_th2,sin_th2,dth1,dth2,action,reward
0,0.995191,0.097955,0.996913,0.078509,-0.088001,0.089060,-1.000000,-1.061927
1,0.996463,0.084038,0.998082,0.061899,-0.049482,-0.254703,-1.000000,-1.094196
2,0.996917,0.078461,0.999790,-0.020476,-0.008064,-0.555848,-1.000000,-0.989403
3,0.996841,0.079429,0.988382,-0.151989,0.012821,-0.741280,-1.000000,-0.773648
4,0.996699,0.081182,0.953523,-0.301319,-0.000873,-0.766534,-1.000000,-0.572672
5,0.997023,0.077108,0.901016,-0.433786,-0.042904,-0.637715,-1.000000,-0.513488
6,0.997972,0.063653,0.850417,-0.526109,-0.090728,-0.403478,-1.000000,-0.635286
7,0.999114,0.042078,0.821289,-0.570513,-0.120985,-0.125149,-1.000000,-0.886282
8,0.999849,0.017384,0.822703,-0.568471,-0.120654,0.145142,-1.000000,-1.169561
9,0.999992,-0.003985,0.851371,-0.524564,-0.088108,0.369167,-1.000000,-1.385120
10,0.999871,-0.016037,0.895170,-0.445725,-0.028713,0.518986,-1.000000,-1.461857
11,0.999899,-0.014227,0.939051,-0.343778,0.048831,0.575202,-1.000000,-1.386057
12,0.999992,0.003928,0.971656,-0.236399,0.132277,0.532000,-1.000000,-1.211044
13,0.999281,0.037923,0.989668,-0.143381,0.204021,0.404616,-1.000000,-1.028486
14,0.996528,0.083263,0.996792,-0.080031,0.243248,0.228706,-1.000000,-0.916555
15,0.991313,0.131523,0.998612,-0.052672,0.233357,0.048087,-1.000000,-0.903604
16,0.985067,0.172172,0.998278,-0.058669,0.169567,-0.100940,-1.000000,-0.964429
17,0.980714,0.195449,0.995990,-0.089468,0.061646,-0.199165,-1.000000,-1.039617
18,0.980823,0.194898,0.990926,-0.134407,-0.068541,-0.245445,-1.000000,-1.065743
19,0.985635,0.168889,0.982924,-0.184013,-0.192352,-0.252195,-1.000000,-1.007506
20,0.992617,0.121289,0.972668,-0.232200,-0.280788,-0.238964,-1.000000,-0.878925
21,0.998122,0.061262,0.960875,-0.276984,-0.311386,-0.225337,-1.000000,-0.739018
22,0.999999,0.001615,0.947548,-0.319612,-0.274587,-0.223365,-1.000000,-0.659961
23,0.999014,-0.044400,0.932051,-0.362328,-0.177389,-0.231547,-1.000000,-0.686928
24,0.997773,-0.066695,0.914062,-0.405573,-0.042328,-0.233713,-1.000000,-0.816512
25,0.998143,-0.060920,0.895086,-0.445894,0.098093,-0.204513,-1.000000,-1.004224
26,0.999566,-0.029442,0.879643,-0.475634,0.209720,-0.120235,-1.000000,-1.188767
27,0.999817,0.019155,0.874764,-0.484550,0.265756,0.028602,-1.000000,-1.314164
28,0.997389,0.072215,0.886648,-0.462445,0.254664,0.227718,-1.000000,-1.342732
29,0.993164,0.116727,0.915533,-0.402244,0.184745,0.436989,-1.000000,-1.266567
30,0.989657,0.143454,0.952601,-0.304221,0.082459,0.598203,-1.000000,-1.121987
31,0.988749,0.149585,0.983509,-0.180858,-0.017311,0.653060,-1.000000,-0.987489
32,0.990332,0.138720,0.998350,-0.057426,-0.085908,0.567284,-1.000000,-0.940279
33,0.992957,0.118479,0.999356,0.035879,-0.111149,0.347040,-1.000000,-0.993895
34,0.995260,0.097254,0.997179,0.075054,-0.096965,0.035677,-1.000000,-1.078075
35,0.996666,0.081589,0.998830,0.048363,-0.058005,-0.300803,-1.000000,-1.084791
36,0.997231,0.074366,0.999126,-0.041806,-0.016022,-0.586359,-1.000000,-0.951632
37,0.997272,0.073813,0.984210,-0.177007,0.005652,-0.750488,-1.000000,-0.726051
38,0.997233,0.074335,0.945686,-0.325083,-0.005661,-0.754483,-1.000000,-0.542305
39,0.997562,0.069783,0.891728,-0.452572,-0.042415,-0.610345,-1.000000,-0.517006
40,0.998366,0.057139,0.842641,-0.538475,-0.082903,-0.368504,-1.000000,-0.671850
41,0.999284,0.037823,0.817078,-0.576527,-0.106501,-0.088094,-1.000000,-0.942371
42,0.999865,0.016422,0.822732,-0.568430,-0.102863,0.181763,-1.000000,-1.225790
43,0.999999,-0.001431,0.855144,-0.518391,-0.071436,0.404136,-1.000000,-1.421872
44,0.999944,-0.010573,0.901274,-0.433250,-0.016693,0.549987,-1.000000,-1.466178
45,0.999976,-0.006963,0.945519,-0.325567,0.054732,0.597698,-1.000000,-1.359168
46,0.999931,0.011780,0.976732,-0.214462,0.132403,0.540636,-1.000000,-1.169646
47,0.998973,0.045300,0.992649,-0.121026,0.199366,0.396115,-1.000000,-0.995147
48,0.996006,0.089291,0.998142,-0.060924,0.234712,0.203635,-1.000000,-0.905664
49,0.990775,0.135518,0.999204,-0.039893,0.221875,0.010400,-1.000000,-0.913993
50,0.984801,0.173689,0.998530,-0.054194,0.156374,-0.145285,-1.000000,-0.982247
51,0.980938,0.194322,0.995579,-0.093931,0.048180,-0.243298,-1.000000,-1.047494
52,0.981548,0.191217,0.989139,-0.146986,-0.080871,-0.282477,-1.000000,-1.052780
53,0.986629,0.162981,0.979270,-0.202561,-0.202171,-0.276388,-1.000000,-0.975543
54,0.993508,0.113762,0.967284,-0.253698,-0.286614,-0.247096,-1.000000,-0.841964
55,0.998591,0.053057,0.954500,-0.298210,-0.311729,-0.217487,-1.000000,-0.715866
56,0.999982,-0.006034,0.941230,-0.337768,-0.268471,-0.202462,-1.000000,-0.664305
57,0.998740,-0.050178,0.926852,-0.375426,-0.165037,-0.201844,-1.000000,-0.720632
58,0.997581,-0.069519,0.910951,-0.412515,-0.025570,-0.199120,-1.000000,-0.869235
59,0.998185,-0.060223,0.894890,-0.446288,0.116001,-0.167810,-1.000000,-1.058273
60,0.999678,-0.025376,0.882922,-0.469520,0.224896,-0.083550,-1.000000,-1.225996
61,0.999670,0.025698,0.881487,-0.472208,0.274949,0.062482,-1.000000,-1.322354
62,0.996807,0.079843,0.895802,-0.444454,0.256513,0.254240,-1.000000,-1.320387
63,0.992278,0.124030,0.925016,-0.379928,0.180298,0.450058,-1.000000,-1.225198
64,0.988770,0.149445,0.959917,-0.280285,0.074373,0.592281,-1.000000,-1.082871
65,0.988097,0.153830,0.987210,-0.159426,-0.026543,0.626361,-1.000000,-0.970370
66,0.989991,0.141133,0.999082,-0.042837,-0.095188,0.523626,-1.000000,-0.949859
67,0.992887,0.119062,0.999171,0.040705,-0.120340,0.294401,-1.000000,-1.016133
68,0.995378,0.096034,0.997600,0.069243,-0.105858,-0.016750,-1.000000,-1.089666
69,0.996902,0.078653,0.999461,0.032834,-0.066258,-0.344109,-1.000000,-1.068583
70,0.997557,0.069851,0.997925,-0.064379,-0.023579,-0.612575,-1.000000,-0.909568
71,0.997694,0.067878,0.979337,-0.202236,-0.000854,-0.754859,-1.000000,-0.680027
72,0.997730,0.067348,0.937457,-0.348102,-0.009266,-0.738369,-1.000000,-0.518666
