step,cos_th1,sin_th1,cos_th2,sin_th2,dth1,dth2,action,reward
0,0.999615,-0.027752,0.999366,-0.035612,0.077094,-0.050517,-1.000000,-0.995699
1,0.999996,0.002932,0.996957,-0.077949,0.221991,-0.361045,-1.000000,-0.945464
2,0.998407,0.056421,0.985222,-0.171281,0.299198,-0.555006,-1.000000,-0.867414
3,0.993253,0.115967,0.958695,-0.284436,0.282929,-0.578910,-1.000000,-0.821300
4,0.986651,0.162851,0.924010,-0.382368,0.178407,-0.437014,-1.000000,-0.858596
5,0.983161,0.182743,0.898016,-0.439964,0.018296,-0.182950,-1.000000,-0.965180
6,0.985540,0.169442,0.894677,-0.446713,-0.150635,0.106517,1.000000,-1.211566
7,0.994941,0.100465,0.939538,-0.342443,-0.530057,1.004437,1.000000,-1.292349
8,0.999496,-0.031749,0.996878,-0.078961,-0.759487,1.635202,1.000000,-0.858197
9,0.982774,-0.184811,0.963599,0.267351,-0.736819,1.771658,1.000000,-0.329204
10,0.952606,-0.304206,0.828324,0.560249,-0.462483,1.401391,1.000000,-0.237147
11,0.935334,-0.353766,0.688406,0.725326,-0.051565,0.738163,1.000000,-0.604523
12,0.946313,-0.323252,0.634021,0.773316,0.367986,-0.014415,-1.000000,-1.365231
13,0.980508,-0.196477,0.732901,0.680335,0.921664,-1.321916,-1.000000,-1.886250
14,0.999659,0.026105,0.931569,0.363566,1.271033,-2.364739,-1.000000,-1.291166
15,0.959598,0.281374,0.988697,-0.149929,1.245881,-2.715086,-1.000000,-0.172374
16,0.880494,0.474057,0.793920,-0.608022,0.783361,-2.203861,-1.000000,0.200216
17,0.834564,0.550911,0.537596,-0.843203,0.096374,-1.256283,-1.000000,-0.295771
18,0.861648,0.507506,0.409236,-0.912428,-0.594430,-0.199137,-1.000000,-1.057904
19,0.937373,0.348326,0.466977,-0.884270,-1.135365,0.824054,1.000000,-1.794323
20,0.997266,0.073894,0.715628,-0.698481,-1.633639,2.245751,1.000000,-1.806264
21,0.962903,-0.269847,0.975652,-0.219323,-1.761044,3.136654,1.000000,-0.693195
22,0.829759,-0.558121,0.918690,0.394980,-1.337739,2.957442,1.000000,0.097410
23,0.711063,-0.703128,0.614717,0.788748,-0.499158,1.999977,1.000000,-0.228772
24,0.707509,-0.706705,0.369520,0.929223,0.446874,0.818014,-1.000000,-1.380058
25,0.831592,-0.555387,0.383848,0.923396,1.474870,-0.973694,-1.000000,-2.436059
26,0.977006,-0.213212,0.692303,0.721607,2.203995,-2.693284,-1.000000,-1.792764
27,0.966270,0.257530,0.989990,0.141135,2.440368,-3.753639,-1.000000,0.337104
28,0.760021,0.649899,0.832441,-0.554114,1.914526,-3.312510,-1.000000,1.178720
29,0.544376,0.838841,0.424270,-0.905536,0.923749,-2.101395,-1.000000,0.173253
30,0.480314,0.877096,0.144509,-0.989503,-0.181627,-0.827721,-1.000000,-1.446514
31,0.601583,0.798810,0.111064,-0.993813,-1.243186,0.507843,1.000000,-3.094030
32,0.843142,0.537691,0.397485,-0.917609,-2.286435,2.484054,1.000000,-3.331801
33,0.999393,0.034848,0.890115,-0.455736,-2.953360,4.283483,1.000000,-0.377312
34,0.849785,-0.527130,0.906825,0.421508,-2.776207,4.435986,1.000000,2.341158
35,0.523232,-0.852190,0.369588,0.929196,-1.805434,3.047997,1.000000,1.840164
36,0.300397,-0.953814,-0.087033,0.996205,-0.636801,1.637493,1.000000,-0.049713
37,0.293553,-0.955943,-0.279378,0.960181,0.562387,0.319823,-1.000000,-2.492942
38,0.514431,-0.857532,-0.159837,0.987143,1.835065,-1.584153,-1.000000,-4.703948
39,0.850645,-0.525741,0.362689,0.931910,2.890847,-3.777048,-1.000000,-3.910659
40,0.994841,0.101442,0.973537,0.228530,3.534624,-5.672763,-1.000000,1.279570
41,0.716947,0.697127,0.645827,-0.763484,2.969891,-4.899963,-1.000000,3.842914
42,0.313948,0.949440,-0.098309,-0.995156,1.803019,-3.137409,-1.000000,2.562633
43,0.082402,0.996599,-0.546934,-0.837175,0.560258,-1.709483,-1.000000,0.428380
44,0.095318,0.995447,-0.709830,-0.704373,-0.685632,-0.391007,-1.000000,-1.883874
45,0.345160,0.938544,-0.664460,-0.747324,-1.861373,1.047236,1.000000,-4.354714
