step,cos_th1,sin_th1,cos_th2,sin_th2,dth1,dth2,action,reward
0,0.999998,0.002198,0.999999,-0.001336,0.042773,0.050110,-1.000000,-0.997264
1,0.999725,0.023432,0.999679,-0.025338,0.164338,-0.282354,-1.000000,-0.972393
2,0.997920,0.064469,0.994145,-0.108050,0.235340,-0.525779,-1.000000,-0.903694
3,0.993702,0.112056,0.974745,-0.223320,0.228990,-0.616103,-1.000000,-0.828512
4,0.988659,0.150175,0.941659,-0.336569,0.144396,-0.539145,-1.000000,-0.809367
5,0.986179,0.165685,0.908118,-0.418714,0.007503,-0.332609,-1.000000,-0.867127
6,0.988319,0.152398,0.890612,-0.454765,-0.139973,-0.064557,-1.000000,-0.965437
7,0.993660,0.112425,0.896618,-0.442804,-0.254666,0.190191,-1.000000,-1.048903
8,0.998451,0.055643,0.920500,-0.390742,-0.302260,0.365073,-1.000000,-1.088037
9,0.999997,-0.002501,0.948866,-0.315678,-0.265556,0.415570,-1.000000,-1.093178
10,0.998979,-0.045178,0.970324,-0.241807,-0.150583,0.334425,-1.000000,-1.089148
11,0.998237,-0.059361,0.981241,-0.192786,0.012764,0.157393,-1.000000,-1.080974
12,0.999205,-0.039859,0.983243,-0.182301,0.178651,-0.048976,-1.000000,-1.053068
13,0.999959,0.009010,0.977904,-0.209054,0.299203,-0.211139,-1.000000,-1.001617
14,0.997238,0.074276,0.966134,-0.258042,0.339310,-0.273914,-1.000000,-0.955144
15,0.990427,0.138035,0.951674,-0.307109,0.287695,-0.219686,-1.000000,-0.952020
16,0.983082,0.183165,0.941930,-0.335809,0.159785,-0.072243,-1.000000,-0.999643
17,0.980142,0.198299,0.943341,-0.331826,-0.008350,0.115619,-1.000000,-1.062889
18,0.983623,0.180236,0.955990,-0.293399,-0.170659,0.279531,-1.000000,-1.093608
19,0.990935,0.134340,0.973184,-0.230030,-0.282814,0.359313,-1.000000,-1.071508
20,0.997293,0.073530,0.986838,-0.161712,-0.314206,0.316338,-1.000000,-1.016464
21,0.999887,0.015055,0.993510,-0.113743,-0.257926,0.150757,-1.000000,-0.959289
22,0.999690,-0.024899,0.994218,-0.107385,-0.133527,-0.093785,-1.000000,-0.907333
23,0.999339,-0.036363,0.988478,-0.151365,0.019513,-0.343510,-1.000000,-0.850096
24,0.999833,-0.018296,0.971347,-0.237666,0.154606,-0.518377,-1.000000,-0.796089
25,0.999766,0.021632,0.939310,-0.343070,0.233348,-0.559163,-1.000000,-0.786900
26,0.997553,0.069914,0.898995,-0.437960,0.237780,-0.448898,-1.000000,-0.861688
27,0.993732,0.111792,0.867166,-0.498020,0.173040,-0.215061,-1.000000,-1.011736
28,0.990768,0.135569,0.860396,-0.509627,0.061559,0.085883,-1.000000,-1.173943
29,0.990811,0.135256,0.883709,-0.468036,-0.063798,0.384139,-1.000000,-1.266717
30,0.993728,0.111822,0.926333,-0.376705,-0.165284,0.605393,-1.000000,-1.245679
31,0.997299,0.073444,0.967759,-0.251878,-0.208559,0.683196,-1.000000,-1.143272
32,0.999428,0.033811,0.992193,-0.124708,-0.176140,0.584101,-1.000000,-1.044119
33,0.999971,0.007575,0.999501,-0.031592,-0.078046,0.330122,-1.000000,-1.002872
34,0.999989,0.004792,0.999999,0.001286,0.051605,-0.007015,-1.000000,-0.996350
35,0.999625,0.027378,0.999432,-0.033711,0.168426,-0.333115,-1.000000,-0.964444
36,0.997652,0.068482,0.992177,-0.124836,0.231703,-0.558757,-1.000000,-0.887254
37,0.993423,0.114498,0.969806,-0.243879,0.217189,-0.625166,-1.000000,-0.812255
38,0.988735,0.149674,0.934522,-0.355905,0.127267,-0.525518,-1.000000,-0.802787
39,0.986840,0.161699,0.901227,-0.433347,-0.009793,-0.303282,-1.000000,-0.872791
40,0.989370,0.145421,0.886249,-0.463209,-0.152034,-0.028688,-1.000000,-0.979552
41,0.994590,0.103879,0.895545,-0.444970,-0.257564,0.223906,-1.000000,-1.066078
42,0.998869,0.047546,0.921871,-0.387498,-0.294445,0.389894,-1.000000,-1.104673
43,0.999968,-0.008048,0.951137,-0.308770,-0.248188,0.428015,-1.000000,-1.107457
44,0.998914,-0.046588,0.972355,-0.233509,-0.127406,0.335131,-1.000000,-1.099064
45,0.998430,-0.056018,0.982722,-0.185087,0.036211,0.150539,-1.000000,-1.083865
46,0.999478,-0.032299,0.984354,-0.176204,0.196463,-0.057620,-1.000000,-1.048091
47,0.999816,0.019165,0.978882,-0.204427,0.306757,-0.216560,-1.000000,-0.992132
48,0.996407,0.084691,0.967206,-0.253992,0.334621,-0.273822,-1.000000,-0.947156
49,0.989238,0.146314,0.953102,-0.302649,0.272004,-0.215297,-1.000000,-0.949418
50,0.982259,0.187531,0.943823,-0.330452,0.137098,-0.067405,-1.000000,-1.001147
51,0.980207,0.197974,0.945410,-0.325882,-0.032451,0.116142,-1.000000,-1.063648
52,0.984478,0.175506,0.957620,-0.288033,-0.190432,0.271628,-1.000000,-1.089547
53,0.991970,0.126473,0.973866,-0.227121,-0.293765,0.340963,-1.000000,-1.062289
54,0.997917,0.064506,0.986572,-0.163328,-0.314291,0.289039,-1.000000,-1.004539
55,0.999975,0.007023,0.992621,-0.121254,-0.248102,0.119975,-1.000000,-0.947022
56,0.999542,-0.030253,0.992690,-0.120695,-0.117328,-0.119924,-1.000000,-0.896588
57,0.999268,-0.038248,0.985686,-0.168590,0.037189,-0.356692,-1.000000,-0.844597
58,0.999857,-0.016900,0.966841,-0.255378,0.169121,-0.512889,-1.000000,-0.801811
59,0.999679,0.025349,0.933990,-0.357299,0.241753,-0.534135,-1.000000,-0.807564
60,0.997213,0.074606,0.895217,-0.445630,0.239259,-0.408545,-1.000000,-0.893609
61,0.993234,0.116128,0.867388,-0.497632,0.168402,-0.166816,-1.000000,-1.043794
62,0.990359,0.138523,0.865526,-0.500863,0.052799,0.133195,-1.000000,-1.192671
63,0.990665,0.136318,0.892320,-0.451404,-0.073548,0.420958,-1.000000,-1.263760
64,0.993801,0.111174,0.935190,-0.354147,-0.172145,0.622231,-1.000000,-1.224531
65,0.997405,0.071994,0.973754,-0.227601,-0.209407,0.673526,-1.000000,-1.118662
66,0.999460,0.032850,0.994530,-0.104451,-0.170600,0.548436,-1.000000,-1.030084
67,0.999967,0.008146,0.999794,-0.020280,-0.068901,0.276904,-1.000000,-1.000452
68,0.999974,0.007190,0.999999,0.001272,0.059997,-0.064845,-1.000000,-0.994881
69,0.999519,0.031017,0.999005,-0.044601,0.171870,-0.382042,-1.000000,-0.953921
70,0.997401,0.072055,0.989650,-0.143499,0.227407,-0.587811,-1.000000,-0.868741
71,0.993203,0.116397,0.964161,-0.265316,0.205067,-0.629278,-1.000000,-0.796336
72,0.988892,0.148636,0.926974,-0.375126,0.110527,-0.507190,-1.000000,-0.798888
73,0.987546,0.157331,0.894458,-0.447152,-0.025899,-0.270367,-1.000000,-0.882168
74,0.990383,0.138353,0.882455,-0.470398,-0.162354,0.009353,-1.000000,-0.997048
75,0.995419,0.095606,0.895213,-0.445639,-0.258617,0.258412,-1.000000,-1.085358
76,0.999197,0.040069,0.923884,-0.382672,-0.285132,0.414339,-1.000000,-1.121638
77,0.999919,-0.012736,0.953821,-0.300377,-0.230013,0.439231,-1.000000,-1.120246
78,0.998892,-0.047068,0.974592,-0.223988,-0.104308,0.334096,-1.000000,-1.106126
79,0.998655,-0.051851,0.984296,-0.176526,0.058676,0.141716,-1.000000,-1.083477
80,0.999707,-0.024187,0.985505,-0.169644,0.212564,-0.068286,-1.000000,-1.040561
81,0.999565,0.029482,0.979849,-0.199738,0.312215,-0.223992,-1.000000,-0.981630
82,0.995492,0.094841,0.968176,-0.250269,0.327898,-0.275724,-1.000000,-0.939645
83,0.988076,0.153968,0.954290,-0.298883,0.254761,-0.212833,-1.000000,-0.947956
84,0.981580,0.191051,0.945327,-0.326125,0.113627,-0.064262,-1.000000,-1.003442
85,0.980456,0.196739,0.946995,-0.321250,-0.056461,0.115442,-1.000000,-1.064289
86,0.985451,0.169958,0.958775,-0.284167,-0.209312,0.263231,-1.000000,-1.084578
