step,cos_th1,sin_th1,cos_th2,sin_th2,dth1,dth2,action,reward
0,0.999929,0.011878,0.995827,-0.091258,-0.022811,0.035320,1.000000,-1.020009
1,0.999961,-0.008815,0.999201,-0.039961,-0.178167,0.466474,-1.000000,-1.007557
2,0.999586,-0.028782,0.999839,0.017949,-0.015916,0.100090,1.000000,-0.992939
3,0.999154,-0.041130,0.997760,0.066896,-0.103422,0.379137,1.000000,-0.943491
4,0.997726,-0.067402,0.986754,0.162225,-0.151104,0.559797,-1.000000,-0.942537
5,0.997452,-0.071338,0.977372,0.211530,0.113202,-0.065581,-1.000000,-1.057137
6,0.999709,-0.024127,0.990378,0.138390,0.347698,-0.657810,-1.000000,-1.047546
7,0.998172,0.060445,0.999322,-0.036826,0.475508,-1.054856,-1.000000,-0.844161
8,0.987970,0.154645,0.965943,-0.258755,0.445386,-1.139405,-1.000000,-0.624066
9,0.974061,0.226285,0.891058,-0.453889,0.264326,-0.910690,-1.000000,-0.598789
10,0.967656,0.252275,0.818464,-0.574558,-0.003851,-0.476679,-1.000000,-0.786102
11,0.974491,0.224426,0.791852,-0.610713,-0.277034,0.028765,-1.000000,-1.040067
12,0.988944,0.148292,0.823168,-0.567798,-0.481442,0.484817,1.000000,-1.371263
13,0.999851,0.017233,0.917778,-0.397093,-0.806851,1.428429,1.000000,-1.395306
14,0.987390,-0.158309,0.998298,-0.058315,-0.909647,1.984815,-1.000000,-0.914012
15,0.955546,-0.294844,0.962220,0.272272,-0.454809,1.277551,-1.000000,-0.853556
16,0.945682,-0.325093,0.908243,0.418443,0.144169,0.258712,-1.000000,-1.208431
17,0.970445,-0.241323,0.929469,0.368901,0.711183,-0.779659,-1.000000,-1.338357
18,0.998262,-0.058926,0.990778,0.135496,1.093411,-1.573524,-1.000000,-0.890860
19,0.985316,0.170743,0.977053,-0.212994,1.152346,-1.827796,-1.000000,-0.297582
20,0.929449,0.368950,0.850930,-0.525280,0.861370,-1.473312,-1.000000,-0.244484
21,0.877232,0.480067,0.711185,-0.703005,0.343279,-0.756707,-1.000000,-0.776245
22,0.872717,0.488227,0.661631,-0.749830,-0.250988,0.080875,-1.000000,-1.444006
23,0.919517,0.393051,0.732463,-0.680806,-0.790327,0.891377,1.000000,-1.897392
24,0.983548,0.180645,0.904753,-0.425938,-1.390005,2.141309,1.000000,-1.397830
25,0.991963,-0.126531,0.997788,0.066482,-1.614063,2.775302,1.000000,-0.050495
26,0.910146,-0.414288,0.825158,0.564902,-1.310715,2.419380,-1.000000,0.265593
27,0.822633,-0.568573,0.593898,0.804540,-0.441500,0.899704,-1.000000,-0.934887
28,0.825325,-0.564659,0.575603,0.817729,0.486557,-0.673805,-1.000000,-2.212976
29,0.915060,-0.403317,0.785455,0.618919,1.335897,-2.203720,-1.000000,-2.128352
30,0.996410,-0.084660,0.994762,0.102217,1.889060,-3.306275,-1.000000,-0.231598
31,0.956424,0.291980,0.842327,-0.538966,1.812009,-3.197102,-1.000000,1.232992
32,0.822771,0.568373,0.441706,-0.897160,1.215921,-2.168139,-1.000000,0.854121
33,0.718371,0.695660,0.144773,-0.989465,0.414385,-0.948716,-1.000000,-0.572216
34,0.719768,0.694215,0.077872,-0.996963,-0.431093,0.275325,-1.000000,-2.128028
35,0.824083,0.566469,0.253165,-0.967423,-1.196581,1.502716,-1.000000,-3.023850
36,0.954659,0.297700,0.624161,-0.781296,-1.756686,2.638445,1.000000,-2.581451
