agent,n_episodes,mean,std,median,min,max
snn,100,1105.28209221,563.5615245215879,1400.7714999999998,1.071451,1543.732
ann,100,1286.4026392799997,682.7707029788177,1685.761161,-1.1223030000000003,1899.147873
