step,position,velocity,action,reward
0,-0.426991,0.000000,0,-1.014572
1,-0.428705,-0.001714,0,-1.028282
2,-0.432122,-0.003417,0,-1.040289
3,-0.437216,-0.005094,0,-1.049798
4,-0.443951,-0.006735,0,-1.056083
5,-0.452277,-0.008326,0,-1.058510
6,-0.462134,-0.009857,0,-1.056566
7,-0.473450,-0.011316,0,-1.049883
8,-0.486140,-0.012690,0,-1.038260
9,-0.500111,-0.013971,0,-1.021685
10,-0.515258,-0.015147,0,-1.000345
11,-0.531467,-0.016209,0,-0.974633
12,-0.548617,-0.017150,0,-0.945136
13,-0.566580,-0.017963,0,-0.912623
14,-0.585221,-0.018641,0,-0.878010
15,-0.604403,-0.019182,0,-0.842321
16,-0.623985,-0.019582,0,-0.806640
17,-0.643825,-0.019840,0,-0.772062
18,-0.663783,-0.019958,0,-0.739633
19,-0.683720,-0.019937,0,-0.710311
20,-0.703502,-0.019782,0,-0.684920
21,-0.722999,-0.019497,0,-0.664121
22,-0.742088,-0.019089,0,-0.648396
23,-0.760654,-0.018565,0,-0.638039
24,-0.778587,-0.017934,0,-0.633168
25,-0.795790,-0.017202,0,-0.633735
26,-0.812170,-0.016380,0,-0.639555
27,-0.827647,-0.015477,0,-0.650326
28,-0.842146,-0.014499,0,-0.665665
29,-0.855604,-0.013458,0,-0.685131
30,-0.867963,-0.012359,0,-0.708255
31,-0.879176,-0.011212,0,-0.734559
32,-0.889199,-0.010023,0,-0.763575
33,-0.897998,-0.008799,0,-0.794854
34,-0.905543,-0.007545,0,-0.827982
35,-0.911810,-0.006267,0,-0.862573
36,-0.916781,-0.004971,0,-0.898276
37,-0.920441,-0.003660,0,-0.934770
38,-0.922779,-0.002338,0,-0.971756
39,-0.923790,-0.001010,0,-1.008951
40,-0.923470,0.000320,0,-1.046081
41,-0.921820,0.001650,2,-1.138405
42,-0.916845,0.004975,2,-1.228623
43,-0.908558,0.008286,2,-1.315098
44,-0.896985,0.011573,2,-1.395876
45,-0.882161,0.014824,2,-1.468599
46,-0.864138,0.018023,2,-1.530475
47,-0.842982,0.021156,2,-1.578319
48,-0.818781,0.024201,2,-1.608672
49,-0.791644,0.027137,2,-1.618026
50,-0.761707,0.029937,2,-1.603138
51,-0.729131,0.032575,2,-1.561434
52,-0.694111,0.035021,2,-1.491443
53,-0.656866,0.037245,2,-1.393213
54,-0.617648,0.039218,2,-1.268621
55,-0.576735,0.040914,2,-1.121512
56,-0.534424,0.042311,2,-0.957585
57,-0.491032,0.043392,2,-0.784026
58,-0.446884,0.044148,2,-0.608907
59,-0.402307,0.044578,2,-0.440442
60,-0.357619,0.044688,2,-0.286210
61,-0.313125,0.044494,2,-0.152480
62,-0.269107,0.044018,2,-0.043728
63,-0.225818,0.043289,2,0.037582
64,-0.183476,0.042342,2,0.090961
65,-0.142265,0.041211,2,0.117649
66,-0.102330,0.039935,2,0.120218
67,-0.063778,0.038552,2,0.102129
68,-0.026681,0.037098,0,0.007298
69,0.006925,0.033606,2,-0.039476
70,0.039031,0.032106,2,-0.093803
71,0.069654,0.030623,2,-0.152748
72,0.098832,0.029178,2,-0.213841
73,0.126619,0.027787,2,-0.275101
74,0.153083,0.026465,2,-0.335022
75,0.178307,0.025224,2,-0.392518
76,0.202381,0.024073,2,-0.446874
77,0.225401,0.023020,2,-0.497680
78,0.247471,0.022070,2,-0.544773
79,0.268699,0.021228,2,-0.588188
80,0.289196,0.020497,2,-0.628108
81,0.309076,0.019881,2,-0.664836
82,0.328457,0.019380,2,-0.698766
83,0.347456,0.018999,2,-0.730365
84,0.366194,0.018739,2,-0.760164
85,0.384796,0.018601,2,-0.788756
86,0.403386,0.018590,2,-0.816790
87,0.422094,0.018708,2,-0.844988
88,0.441052,0.018958,2,-0.874145
89,0.460398,0.019346,2,-0.905146
90,0.480272,0.019874,2,-0.938980
