boot_mean_snn,boot_mean_ann,boot_diff,boot_ratio_pct_literal,boot_ratio_pct_signed
1159.33082397,1301.88243315,-142.55160918,89.05034697832998,89.05034697832998
1251.151282214,1261.39554764,-10.244265425999856,99.1878625665703,99.1878625665703
1193.145133004,1264.42464291,-71.27950990600016,94.36269212991971,94.36269212991971
1140.4328216139997,1160.86069663,-20.427875016000144,98.24028196705233,98.24028196705233
1114.061868344,1348.89984683,-234.83797848599988,82.59040661633375,82.59040661633375
1111.090810938,1316.7058767800002,-205.61506584200015,84.38413092338958,84.38413092338958
1164.7224154900002,1251.3440278999997,-86.62161240999944,93.07771400360879,93.07771400360878
1162.7891667439999,1351.1042077000002,-188.3150409560003,86.06213792520333,86.06213792520333
1169.778454134,1081.21254356,88.56591057399987,108.1913506369791,108.1913506369791
1244.33282544,1354.32252001,-109.98969456999998,91.87861879685883,91.87861879685883
1098.8999222379998,1303.61818692,-204.71826468200015,84.29614846309572,84.29614846309572
1169.465510438,1172.90453748,-3.4390270420001343,99.70679395192819,99.70679395192819
1160.0468134599998,1293.1456176899999,-133.09880423000004,89.70736145958875,89.70736145958875
1205.8690130920002,1217.2209505399999,-11.351937447999717,99.0673889203958,99.0673889203958
1164.27157593,1335.4170004700002,-171.14542454000025,87.18412117864565,87.18412117864564
1039.6347434499999,1291.1171481499998,-251.48240469999996,80.52210792333283,80.52210792333283
1168.5537370739999,1330.14483056,-161.5910934860001,87.85161662298314,87.85161662298314
1157.5169766939996,1240.95384452,-83.43686782600048,93.27639233365092,93.27639233365092
1145.21194351,1351.9972372299997,-206.78529371999957,84.70519849998617,84.70519849998617
1064.67875633,1354.0562222600001,-289.3774659300002,78.62884412236501,78.62884412236501
1122.5668774399999,1302.68369394,-180.11681650000014,86.17340361763243,86.17340361763243
1170.6511513500002,1322.82572228,-152.17457092999985,88.49624947814635,88.49624947814635
1162.825347634,1318.66912962,-155.84378198599984,88.18173729213565,88.18173729213565
1186.8923702999998,1384.3665776599998,-197.47420736000004,85.73541065302288,85.73541065302288
1164.356798494,1350.0630916199998,-185.70629312599976,86.2446211381749,86.2446211381749
1109.863736994,1347.0342822299997,-237.17054523599973,82.39313220422522,82.39313220422522
1185.06669381,1223.8749917999999,-38.8082979899998,96.82906356858204,96.82906356858204
1062.489096824,1301.3687386099998,-238.87964178599987,81.64396956076041,81.64396956076041
1216.80167167,1304.9596161099998,-88.15794443999994,93.24439290291656,93.24439290291656
