step,position,velocity,action,reward
0,-0.415739,0.000000,2,-0.998042
1,-0.415534,0.000205,2,-0.996087
2,-0.415126,0.000409,2,-0.994139
3,-0.414516,0.000609,2,-0.992201
4,-0.413710,0.000806,2,-0.990279
5,-0.412714,0.000997,2,-0.988379
6,-0.411533,0.001180,2,-0.986507
7,-0.410178,0.001355,2,-0.984673
8,-0.408657,0.001521,2,-0.982885
9,-0.406981,0.001676,2,-0.981155
10,-0.405162,0.001819,2,-0.979495
11,-0.403212,0.001949,2,-0.977919
12,-0.401146,0.002066,2,-0.976442
13,-0.398978,0.002168,2,-0.975079
14,-0.396723,0.002255,2,-0.973847
15,-0.394397,0.002326,2,-0.972761
16,-0.392015,0.002381,2,-0.971837
17,-0.389595,0.002420,2,-0.971091
18,-0.387154,0.002442,2,-0.970538
19,-0.384707,0.002447,2,-0.970191
20,-0.382272,0.002435,2,-0.970062
21,-0.379865,0.002407,2,-0.970160
22,-0.377504,0.002362,2,-0.970494
23,-0.375203,0.002301,2,-0.971067
24,-0.372979,0.002224,2,-0.971882
25,-0.370847,0.002132,2,-0.972939
26,-0.368820,0.002027,2,-0.974234
27,-0.366913,0.001907,2,-0.975760
28,-0.365139,0.001775,2,-0.977508
29,-0.363508,0.001630,2,-0.979464
30,-0.362033,0.001475,2,-0.981613
31,-0.360722,0.001311,2,-0.983937
32,-0.359585,0.001137,2,-0.986416
33,-0.358629,0.000956,2,-0.989026
34,-0.357861,0.000769,2,-0.991744
35,-0.357285,0.000576,2,-0.994542
36,-0.356905,0.000380,2,-0.997394
37,-0.356724,0.000181,2,-1.000271
38,-0.356743,-0.000019,0,-1.031749
39,-0.358961,-0.002219,0,-1.061862
40,-0.363365,-0.004404,0,-1.089275
41,-0.369925,-0.006560,0,-1.112692
42,-0.378597,-0.008672,0,-1.130880
43,-0.389323,-0.010726,0,-1.142708
44,-0.402028,-0.012706,0,-1.147190
45,-0.416625,-0.014597,0,-1.143537
46,-0.433011,-0.016386,0,-1.131209
47,-0.451068,-0.018057,0,-1.109973
48,-0.470665,-0.019597,0,-1.079947
49,-0.491657,-0.020992,0,-1.041634
50,-0.513888,-0.022231,0,-0.995929
51,-0.537192,-0.023304,0,-0.944100
52,-0.561394,-0.024202,0,-0.887744
53,-0.586314,-0.024919,0,-0.828705
54,-0.611765,-0.025452,0,-0.768980
