trial,peak_fitness,alg_probMoo,prob_addConn,prob_addNode,prob_enable,prob_mutAct,prob_toggleExcitatory,prob_initEnable,select_cullRatio,select_eliteRatio,select_tournSize
1,486.0,0.2262713698872619,0.07954130462678623,0.045088468340944765,0.03552557973225886,0.8466469579451386,0.22036777086444695,0.6465597269445753,0.2525588835123801,0.5437616077238833,9
2,241.0,0.5291176388175735,0.5907799156672339,0.1505806875683918,0.0016490851521731398,0.14663357946477118,0.38092775743054885,0.17290641476887958,0.09237801324997134,0.17710106068114517,20
0,304.0,0.20179296575271288,0.30759405371962534,0.5352854082625343,0.26895691979450026,0.4216340894658781,0.08422733361782393,0.32603191571128876,0.1537322281575447,0.1468231037912661,24
3,469.0,0.6250952259824772,0.5456635435654013,0.11164222563085013,0.060680053166061156,0.8888601448351982,0.306417631863575,0.5292276762028577,0.268818247124103,0.4382282411661059,4
4,254.0,0.8319347334074118,0.3846284627725646,0.5174140798518222,0.0058164863815068,0.468314233017439,0.4360428713167349,0.5267231387297533,0.32797198506641284,0.05697177104525107,24
5,216.0,0.11698945463977854,0.6804562694429523,0.06824035157429864,0.17738416516809963,0.3869952335048764,0.30997865829050114,0.3381670610545975,0.45806337329562374,0.10026907379582393,22
6,203.0,0.7150246058322898,0.08085335748355443,0.38613449206426237,0.3755986552336188,0.05386686909277222,0.2358333359616768,0.09189943489886013,0.2767096248353853,0.19886475985768265,16
7,312.0,0.585253225291151,0.5437481610165043,0.05821696003200472,0.04885702717076519,0.752696818362591,0.05830885600468488,0.7401057046790844,0.29389996703060717,0.2937881592051292,15
9,250.0,0.6227810246848214,0.33631883709515786,0.22146074513455966,0.09391542601928696,0.7325994216517535,0.010643352693834759,0.23239823401626386,0.10176195946449805,0.45710996230809686,18
8,276.0,0.054355604869037094,0.45185061186822745,0.09938418076261588,0.06356124164594153,0.03465886796443668,0.42350723051024153,0.4820859614198713,0.6893473885984103,0.4427491613013061,21
10,312.0,0.8718311367690904,0.6670966500301845,0.11424934788329148,0.2989685251426731,0.5494286893439015,0.28155110479124473,0.4379991838278456,0.5832633407105297,0.1785177031947739,15
12,282.0,0.34623442631466556,0.2010806600862831,0.012734844008168822,0.023027329682924844,0.8967158800828724,0.15950059562586033,0.6847337670676013,0.22397157275611962,0.3789240091681457,1
11,353.0,0.387589567933988,0.036940554362363986,0.3339849380774304,0.013588450926689956,0.8719455469546903,0.15834343557124156,0.8796677055093463,0.4670120681784832,0.5441835855909416,8
13,310.0,0.26047715073083744,0.17710250936051664,0.22079821697100838,0.02365892237952114,0.6920659439333834,0.3269213360185541,0.6403956401682596,0.39977642899170873,0.545456777593068,8
15,299.0,0.7311517299707834,0.23472464741810678,0.012948195921707789,0.10860715500073595,0.8100268483099959,0.2517086046006293,0.5936838333534964,0.028743218318078995,0.35641026711875484,8
14,288.0,0.46331712751585075,0.48855210405891475,0.18322527113427262,0.007224304720827177,0.5976924754161543,0.19930878189474893,0.8480802317245135,0.18789962155456716,0.44929349255010065,3
16,312.0,0.27371832695877285,0.11103493282210873,0.28423376233655073,0.029195624375010467,0.6206227869321599,0.358862834780672,0.7658429970084071,0.3636983667633257,0.49394533423979464,5
17,452.0,0.44692615276771264,0.4228548751167426,0.44061135455403233,0.011154139230161024,0.307056849069956,0.18605542781762846,0.4075463349657332,0.2585179291662139,0.35813939697861646,5
18,244.0,0.15227035845156944,0.27429302635809427,0.1662054819877739,0.0031549853698064206,0.8170342445007686,0.11241397358540023,0.9439947947736378,0.4703940633412088,0.2542443895473993,11
20,295.0,0.6760283186826571,0.1398046908155237,0.11572116033012322,0.1315007992204024,0.5352288602313087,0.3690643775911922,0.6712435091374785,0.54166482925461,0.4997788705890317,5
19,311.0,0.0352617760073109,0.5887651120928001,0.26062264170924093,0.044130077204489124,0.6648295428787578,0.2661325340320421,0.5536223320452072,0.15987235782190956,0.4052670561320877,12
21,294.0,0.32054616753812537,0.025595242288892817,0.06823072020111406,0.0780703314739492,0.2673307616691182,0.20786486302903956,0.8005978776234978,0.38723593917154897,0.3090416082559192,10
22,271.0,0.45657556438271407,0.4077591951288076,0.43561339336754523,0.011151595393513217,0.31511200680638385,0.1706012351739606,0.400268115783177,0.24801106462187406,0.3624730394312807,5
23,241.0,0.5247057838030035,0.5045765276405347,0.4597035071849921,0.013315567053717262,0.22026624630709532,0.30250278163008626,0.38752472309023256,0.22153038628830388,0.41382414335954115,2
24,250.0,0.41186901633730777,0.4148881700778776,0.3627643311619923,0.036876849623346614,0.3526104036106449,0.12447343376306463,0.4822729733523085,0.31192544770542624,0.4937130162371107,6
26,318.0,0.6492029710709883,0.4539151836469709,0.30352075033623327,0.013970934872440758,0.16599931732277357,0.23630042293716413,0.2702579594167237,0.25455389752683916,0.5029400489792561,9
27,315.0,0.7637474928949008,0.6138022373342944,0.2172378653047981,0.05242283107472812,0.4829559893576585,0.18526402603143166,0.46031116456536525,0.3366505207105661,0.2502014110052519,6
25,559.0,0.5360315542215289,0.537598890814164,0.44582408780793265,0.005220856788553854,0.835428256740659,0.20927104833456817,0.5961807191599408,0.11923454176681533,0.3319042605343969,3
29,480.0,0.5278587342688236,0.29165790071978337,0.5439092790708021,0.0042542165143655865,0.8350708419649031,0.3416947349377324,0.6018961800496674,0.1222558900253119,0.3291116689083039,1
30,304.0,0.547615427094387,0.29326583340633544,0.5352626230344462,0.0027648949085844546,0.8337894988233615,0.40137903877116043,0.7247939543302329,0.12344984090814336,0.3222359788921445,1
28,598.0,0.18132943177844724,0.36636905261002983,0.4895728593312118,0.001039415951626333,0.7676864282917863,0.2821319033171065,0.5414155514761493,0.03477559022707924,0.4111062612494421,3
31,222.0,0.5060342898348574,0.2218682878292645,0.39687201937727656,0.004499630722347389,0.6686308096497019,0.3394778425563423,0.612518898516654,0.06979936738996423,0.24790602165181203,13
32,269.0,0.23965408773438374,0.3397916767253203,0.5058185306439938,0.0021062764100518074,0.7717084037504127,0.27951402182361823,0.573575225628242,0.025628490064509762,0.330822094530316,3
34,313.0,0.32017336051468864,0.3650427970856638,0.5493715773720816,0.0010882107948313971,0.8438498434790151,0.257125837180306,0.5417442750437271,0.06697042696260067,0.21787745475310238,3
33,429.0,0.17115759506821582,0.283956987683207,0.4794471846679329,0.0010220716615458158,0.7762924292602374,0.21558424753782587,0.6591406838232808,0.16690999280538577,0.3945345851861578,2
36,312.0,0.1994298255455454,0.16469167235639331,0.4213721132549365,0.00404243900973762,0.7891301067919545,0.3305441143353919,0.6229626872291327,0.06959103543573664,0.33609697884388673,7
35,318.0,0.11485672206011577,0.07453575084135416,0.49838985102765015,0.0014939796372924951,0.7142251162550037,0.29329536963625247,0.698535142189012,0.12481086679778686,0.2743415784591247,1
37,478.0,0.5967344822499704,0.540840251791804,0.4744614891947479,0.0062102097194810845,0.8654020076202297,0.22892916047260783,0.5112776578566294,0.20612505729829056,0.4189948022804583,3
