9.60e+01,-5.00e+02,-3.66e+02,-3.66e+02,-5.85e+01,1.00e+01,5.00e+00,-3.76e+02
1.92e+02,-4.80e+02,-3.24e+02,-3.24e+02,-7.59e+01,1.00e+01,6.50e+00,-3.40e+02
2.88e+02,-4.09e+02,-3.01e+02,-3.01e+02,-6.12e+01,1.00e+01,8.00e+00,-3.17e+02
3.84e+02,-4.29e+02,-2.76e+02,-2.76e+02,-7.40e+01,1.00e+01,5.00e+00,-2.95e+02
4.80e+02,-3.24e+02,-2.47e+02,-2.47e+02,-7.96e+01,1.00e+01,8.00e+00,-2.69e+02
5.76e+02,-3.83e+02,-2.29e+02,-2.29e+02,-6.52e+01,1.00e+01,5.00e+00,-2.50e+02
6.72e+02,-2.78e+02,-2.26e+02,-2.26e+02,-5.60e+01,1.00e+01,8.00e+00,-2.47e+02
7.68e+02,-2.85e+02,-2.25e+02,-2.25e+02,-5.51e+01,1.00e+01,8.00e+00,-2.46e+02
8.64e+02,-2.41e+02,-2.24e+02,-2.24e+02,-5.55e+01,1.00e+01,8.00e+00,-2.44e+02
9.60e+02,-2.26e+02,-2.23e+02,-2.23e+02,-5.54e+01,1.00e+01,8.00e+00,-2.45e+02
1.06e+03,-2.31e+02,-2.23e+02,-2.23e+02,-5.55e+01,1.00e+01,8.00e+00,-2.44e+02
1.15e+03,-2.25e+02,-2.22e+02,-2.22e+02,-5.45e+01,1.00e+01,8.00e+00,-2.44e+02
1.25e+03,-2.82e+02,-2.22e+02,-2.22e+02,-5.45e+01,1.00e+01,8.00e+00,-2.44e+02
1.34e+03,-2.82e+02,-2.20e+02,-2.20e+02,-5.45e+01,1.00e+01,8.00e+00,-2.42e+02
1.44e+03,-2.82e+02,-2.20e+02,-2.20e+02,-5.68e+01,1.00e+01,8.00e+00,-2.41e+02
1.54e+03,-2.22e+02,-2.18e+02,-2.18e+02,-5.82e+01,1.00e+01,8.00e+00,-2.40e+02
1.63e+03,-2.29e+02,-2.17e+02,-2.17e+02,-5.44e+01,1.00e+01,8.00e+00,-2.38e+02
