step,position,velocity,action,reward
0,-0.593644,0.000000,2,-1.009419
1,-0.592122,0.001521,2,-1.018161
2,-0.589090,0.003032,2,-1.025567
3,-0.584570,0.004520,2,-1.031021
4,-0.578596,0.005975,2,-1.033965
5,-0.571211,0.007385,2,-1.033921
6,-0.562470,0.008741,2,-1.030513
7,-0.552438,0.010032,2,-1.023481
8,-0.541190,0.011248,2,-1.012700
9,-0.528810,0.012380,2,-0.998191
10,-0.515391,0.013419,2,-0.980127
11,-0.501034,0.014357,2,-0.958834
12,-0.485845,0.015188,2,-0.934782
13,-0.469940,0.015906,2,-0.908571
14,-0.453435,0.016505,2,-0.880906
15,-0.436452,0.016983,2,-0.852569
16,-0.419116,0.017336,2,-0.824384
17,-0.401550,0.017566,2,-0.797180
18,-0.383880,0.017671,2,-0.771755
19,-0.366226,0.017653,2,-0.748841
20,-0.348710,0.017516,2,-0.729075
21,-0.331447,0.017264,2,-0.712980
22,-0.314545,0.016901,2,-0.700949
23,-0.298111,0.016434,2,-0.693240
24,-0.282242,0.015869,2,-0.689977
25,-0.267029,0.015213,2,-0.691162
26,-0.252556,0.014473,2,-0.696687
27,-0.238899,0.013657,2,-0.706354
28,-0.226127,0.012772,2,-0.719892
29,-0.214302,0.011826,2,-0.736977
30,-0.203477,0.010825,2,-0.757252
31,-0.193701,0.009776,2,-0.780340
32,-0.185014,0.008687,2,-0.805862
33,-0.177453,0.007562,2,-0.833442
34,-0.171045,0.006408,0,-0.915357
35,-0.167815,0.003230,0,-0.998950
36,-0.167775,0.000040,0,-1.082564
37,-0.170925,-0.003150,0,-1.164542
38,-0.177254,-0.006328,0,-1.243128
39,-0.186737,-0.009483,0,-1.316376
40,-0.199338,-0.012601,0,-1.382088
41,-0.215005,-0.015667,0,-1.437794
42,-0.233670,-0.018665,0,-1.480781
43,-0.255246,-0.021575,0,-1.508199
44,-0.279623,-0.024378,0,-1.517224
45,-0.306672,-0.027048,0,-1.505310
46,-0.336235,-0.029563,0,-1.470482
47,-0.368130,-0.031895,0,-1.411663
48,-0.402150,-0.034020,0,-1.328978
49,-0.438060,-0.035910,0,-1.223982
50,-0.475605,-0.037545,0,-1.099756
51,-0.514508,-0.038904,0,-0.960834
52,-0.554480,-0.039972,0,-0.812934
53,-0.595221,-0.040740,0,-0.662527
54,-0.636428,-0.041207,0,-0.516285
55,-0.677805,-0.041377,0,-0.380493
56,-0.719067,-0.041262,0,-0.260523
57,-0.759945,-0.040878,0,-0.160427
58,-0.800196,-0.040250,0,-0.082718
59,-0.839601,-0.039406,0,-0.028337
60,-0.877977,-0.038375,0,0.003211
61,-0.915167,-0.037191,0,0.013592
62,-0.951051,-0.035884,0,0.005323
63,-0.985539,-0.034487,0,-0.018574
64,-1.018569,-0.033030,0,-0.054879
65,-1.050108,-0.031539,0,-0.100428
66,-1.080147,-0.030039,0,-0.152295
67,-1.108699,-0.028552,0,-0.207913
68,-1.135793,-0.027094,0,-0.265128
69,-1.161475,-0.025682,0,-0.322211
70,-1.185802,-0.024327,0,-0.614134
71,-1.200000,0.000000,2,-1.087424
72,-1.196758,0.003242,2,-1.176361
73,-1.190264,0.006494,2,-1.268201
74,-1.180496,0.009768,2,-1.364076
75,-1.167426,0.013070,2,-1.464701
76,-1.151016,0.016410,2,-1.570183
77,-1.131227,0.019789,2,-1.679801
78,-1.108016,0.023210,2,-1.791749
79,-1.081348,0.026669,2,-1.902882
80,-1.051192,0.030156,2,-2.008489
81,-1.017536,0.033656,2,-2.102152
82,-0.980391,0.037146,2,-2.175795
83,-0.939795,0.040596,2,-2.219999
84,-0.895828,0.043967,2,-2.224677
85,-0.848615,0.047214,2,-2.180165
86,-0.798332,0.050283,2,-2.078671
87,-0.745214,0.053118,2,-1.915921
88,-0.689554,0.055660,2,-1.692690
89,-0.631700,0.057854,2,-1.415820
90,-0.572049,0.059651,2,-1.098346
91,-0.511036,0.061013,2,-0.758502
92,-0.449117,0.061919,2,-0.417662
93,-0.386753,0.062365,2,-0.097604
94,-0.324386,0.062367,2,0.182324
95,-0.262426,0.061960,2,0.407501
96,-0.201230,0.061196,2,0.569335
97,-0.141092,0.060138,2,0.665430
98,-0.082234,0.058858,2,0.698755
99,-0.024800,0.057434,2,0.676181
100,0.031141,0.055941,2,0.606786
101,0.085592,0.054452,2,0.500288
102,0.138626,0.053034,2,0.365800
103,0.190373,0.051747,2,0.211006
104,0.241016,0.050644,2,0.041723
105,0.290786,0.049769,2,-0.138215
106,0.339947,0.049162,2,-0.326850
107,0.388800,0.048853,2,-0.523840
108,0.437669,0.048869,2,-0.730102
109,0.486901,0.049232,2,-0.947368
