boot_mean_snn,boot_mean_ann,boot_diff,boot_ratio_pct_literal,boot_ratio_pct_signed
1196.6843925599999,1301.88333958,-105.1989470200001,91.91947973971783,91.91947973971783
1180.37010724,1261.4727692299998,-81.10266198999989,93.57079566295316,93.57079566295316
1170.16043363,1264.4640136300002,-94.30358000000024,92.54201155719132,92.54201155719132
1234.73600247,1160.8950754799998,73.84092699000007,106.3606891397544,106.3606891397544
1171.82450881,1348.9059224399998,-177.08141362999982,86.87221913076918,86.87221913076918
1112.91609219,1316.73541684,-203.81932465,84.52085954070098,84.52085954070098
1209.0185857200001,1251.40518242,-42.38659669999993,96.61287988131618,96.61287988131618
1177.32956353,1351.1362579,-173.80669436999983,87.13625710554624,87.13625710554622
1179.99114587,1081.21793844,98.77320743000018,109.13536521346583,109.13536521346583
1189.1847190800001,1354.3726697200002,-165.18795064000005,87.80336060132174,87.80336060132174
1220.33780452,1303.7338903099999,-83.39608578999992,93.60328925942318,93.60328925942318
1157.1007349400002,1172.85709159,-15.756356649999816,98.65658341813499,98.65658341813499
1188.92359658,1293.1521557899998,-104.22855920999973,91.93996168638597,91.93996168638597
1196.8467902300001,1217.29549969,-20.448709459999918,98.32015238163557,98.32015238163557
1139.40724923,1335.4402313499997,-196.03298211999982,85.32072214704588,85.32072214704588
1214.8447185599998,1291.14616731,-76.30144875000019,94.09040969319777,94.09040969319777
1218.4426268200002,1330.2413720099998,-111.79874518999964,91.59560456151868,91.59560456151868
1167.1965926599999,1241.0296229599999,-73.83303030000002,94.05066334162922,94.05066334162922
1170.0875115899998,1352.00749609,-181.91998450000006,86.54445444821039,86.54445444821039
1194.2139140999998,1354.0456278399997,-159.83171373999994,88.19598760530938,88.19598760530938
1232.74348663,1302.70051042,-69.95702379,94.62984598298459,94.62984598298459
1120.7841391900004,1322.8216912900002,-202.03755209999986,84.72677357573603,84.72677357573603
1171.79450788,1318.6768404999998,-146.88233261999972,88.86138528342497,88.86138528342497
1101.8870732,1384.3627195499994,-282.47564634999935,79.5952576329258,79.5952576329258
1177.5255434599999,1350.1019675399998,-172.57642407999992,87.21752665878645,87.21752665878645
1207.63636766,1347.1031703,-139.4668026400002,89.6469100723042,89.6469100723042
1180.8152296599999,1223.9196360599997,-43.10440639999979,96.47816693759731,96.47816693759731
1061.9654474899999,1301.4243407,-239.45889321000004,81.6002447686508,81.6002447686508
1256.64956055,1304.93347557,-48.283915019999995,96.29989452152653,96.29989452152653
1209.00151044,1264.3777376199998,-55.37622717999989,95.62027821810298,95.62027821810298
1272.91820513,1272.6479987500002,0.27020637999976316,100.02123182374585,100.02123182374585
1229.2853583100002,1358.01023701,-128.72487869999986,90.52106713249674,90.52106713249674
1144.5276834,1280.81495817,-136.28727477000007,89.35933142405486,89.35933142405486
1218.19911945,1365.66811143,-147.46899198000006,89.20169617011967,89.20169617011967
1122.58494661,1326.9161258400002,-204.3311792300001,84.60104785442645,84.60104785442645
1217.56826052,1327.5550827100003,-109.98682219000034,91.71508409538238,91.71508409538238
1179.98031111,1234.7664755199999,-54.786164409999856,95.56303434729003,95.56303434729003
1193.96808027,1437.94444887,-243.97636860000011,83.0329767751649,83.0329767751649
1130.5709190299997,1397.81831117,-267.24739214000033,80.88110664995443,80.88110664995443
1169.6921091,1344.5563466299998,-174.86423752999985,86.99465158390124,86.99465158390124
1149.4401374099998,1349.92313265,-200.48299524000026,85.14856213727984,85.14856213727984
1176.5985491600002,1306.96452279,-130.36597362999987,90.02528596937694,90.02528596937694
