step,cos_th1,sin_th1,cos_th2,sin_th2,dth1,dth2,action,reward
0,0.995675,0.092903,0.997802,-0.066270,0.043857,-0.087319,-1.000000,-0.994755
1,0.994794,0.101908,0.994823,-0.101620,0.043614,-0.259774,-1.000000,-0.976429
2,0.994057,0.108858,0.986251,-0.165253,0.022738,-0.370093,-1.000000,-0.925086
3,0.993978,0.109582,0.970304,-0.241887,-0.018103,-0.399241,1.000000,-0.964830
4,0.997183,0.075011,0.968210,-0.250138,-0.321641,0.309378,1.000000,-1.085290
5,0.999915,-0.013004,0.991789,-0.127887,-0.537893,0.902488,1.000000,-1.009209
6,0.991681,-0.128718,0.996042,0.088879,-0.592047,1.213013,1.000000,-0.767380
7,0.972135,-0.234420,0.945480,0.325679,-0.453839,1.155954,1.000000,-0.612366
8,0.955221,-0.295895,0.862533,0.506001,-0.166806,0.794068,1.000000,-0.696770
9,0.955503,-0.294982,0.802920,0.596087,0.177173,0.273431,-1.000000,-1.133300
10,0.978456,-0.206455,0.839213,0.543803,0.718683,-0.892582,-1.000000,-1.509030
11,0.999721,-0.023626,0.956409,0.292029,1.083994,-1.830206,-1.000000,-1.128760
12,0.979244,0.202684,0.992909,-0.118875,1.131628,-2.209170,-1.000000,-0.351329
13,0.919840,0.392294,0.858788,-0.512331,0.805725,-1.878118,-1.000000,-0.076036
14,0.872507,0.488602,0.666701,-0.745326,0.245918,-1.110512,-1.000000,-0.496042
15,0.878541,0.477667,0.563088,-0.826397,-0.366542,-0.197497,1.000000,-1.431362
16,0.940084,0.340942,0.651363,-0.758767,-1.106928,1.295268,1.000000,-2.083822
17,0.997525,0.070313,0.892462,-0.451123,-1.616156,2.567261,1.000000,-1.326872
18,0.964123,-0.265454,0.993509,0.113752,-1.682200,3.077085,1.000000,0.143066
19,0.845514,-0.533953,0.773200,0.634162,-1.188776,2.514574,1.000000,0.540650
20,0.749056,-0.662507,0.464806,0.885412,-0.395336,1.454516,1.000000,-0.246120
21,0.753139,-0.657861,0.303275,0.952903,0.451539,0.291909,-1.000000,-1.692846
22,0.862220,-0.506534,0.409965,0.912101,1.385491,-1.433713,-1.000000,-2.769991
23,0.983845,-0.179023,0.768801,0.639488,2.072607,-3.062522,-1.000000,-1.816556
24,0.964998,0.262256,0.999675,-0.025476,2.265019,-3.905719,-1.000000,0.573239
25,0.782841,0.622222,0.725674,-0.688039,1.693004,-3.231699,-1.000000,1.360723
26,0.608217,0.793771,0.286504,-0.958079,0.731272,-1.958227,-1.000000,0.335897
27,0.574123,0.818769,0.029330,-0.999570,-0.307196,-0.653176,1.000000,-1.605171
28,0.709248,0.704959,0.081854,-0.996644,-1.432704,1.191806,1.000000,-3.428835
29,0.920464,0.390827,0.490850,-0.871244,-2.329941,3.122027,1.000000,-3.058264
30,0.992282,-0.124001,0.965889,-0.258955,-2.822378,4.646155,1.000000,0.291965
31,0.789409,-0.613867,0.789415,0.613860,-2.385775,4.255266,1.000000,2.354563
32,0.508371,-0.861138,0.200507,0.979692,-1.336577,2.792641,1.000000,1.537845
33,0.373163,-0.927766,-0.212976,0.977057,-0.166267,1.390124,1.000000,-0.302174
